region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Occitanie,2020/09/14,29.5,20.5,21.0,65.0,10.0,4.5,753.0
Pays de la Loire,2020/09/14,32.0,19.0,22.0,47.0,10.0,4.0,756.0
Provence-Alpes-Côte d'Azur,2020/09/14,29.0,26.0,20.0,59.0,10.0,6.0,753.0
Île-de-France,2020/09/14,36.0,21.0,9.0,51.0,10.0,1.0,759.0
Bourgogne-Franche-Comté,2020/09/15,29.5,17.0,8.0,74.5,10.0,18.5,753.0
Bretagne,2020/09/15,28.0,17.0,12.0,86.0,9.625,39.0,754.0
Centre-Val de Loire,2020/09/15,32.0,20.0,9.0,52.0,10.0,9.0,754.0
Corse,2020/09/15,27.0,19.0,8.0,58.0,10.0,7.0,748.0
Grand Est,2020/09/15,31.0,19.0,6.5,75.0,10.0,7.5,755.5
Hauts-de-France,2020/09/15,32.0,18.5,11.0,55.5,10.0,11.0,756.0
Normandie,2020/09/15,27.0,18.0,11.0,67.0,10.0,16.0,755.0
Nouvelle-Aquitaine,2020/09/15,28.0,19.666666666666668,11.666666666666666,63.333333333333336,9.875,32.333333333333336,751.0
Occitanie,2020/09/15,29.0,20.0,14.5,76.0,10.0,10.0,750.0
Pays de la Loire,2020/09/15,28.0,19.0,10.0,75.0,10.0,28.0,753.0
Provence-Alpes-Côte d'Azur,2020/09/15,28.0,26.0,10.0,60.0,10.0,6.0,749.0
Île-de-France,2020/09/15,34.0,23.0,6.0,42.0,10.0,16.0,755.0
Bourgogne-Franche-Comté,2020/09/16,29.0,17.0,11.5,75.5,9.4375,57.5,750.0
Bretagne,2020/09/16,27.0,16.0,17.0,95.0,8.0,32.0,750.0
Centre-Val de Loire,2020/09/16,31.0,18.0,8.0,78.0,10.0,19.0,750.0
Corse,2020/09/16,27.0,18.0,10.0,63.0,9.875,33.0,746.0
Grand Est,2020/09/16,29.0,19.5,6.0,64.0,9.6875,55.5,751.5
Hauts-de-France,2020/09/16,28.5,19.0,15.0,76.5,9.875,35.0,752.5
Normandie,2020/09/16,21.0,17.0,14.0,93.0,9.875,57.0,751.0
Nouvelle-Aquitaine,2020/09/16,29.33333333333333,19.0,8.333333333333334,81.33333333333333,9.875,26.666666666666668,748.0
Occitanie,2020/09/16,29.5,20.0,12.0,76.0,10.0,14.0,746.5
Pays de la Loire,2020/09/16,30.0,16.0,12.0,85.0,10.0,16.0,749.0
Provence-Alpes-Côte d'Azur,2020/09/16,27.0,26.0,18.0,61.0,10.0,6.0,746.0
Île-de-France,2020/09/16,32.0,22.0,8.0,66.0,9.875,17.0,752.0
Bourgogne-Franche-Comté,2020/09/17,27.0,16.0,21.0,87.0,9.5,18.5,746.0
Bretagne,2020/09/17,28.0,15.0,25.0,91.0,9.875,27.0,747.0
Centre-Val de Loire,2020/09/17,28.0,18.0,21.0,83.0,10.0,12.0,747.0
Corse,2020/09/17,26.0,20.0,10.0,68.0,10.0,23.0,743.0
Grand Est,2020/09/17,23.5,16.0,21.0,86.5,9.9375,31.0,748.5
Hauts-de-France,2020/09/17,20.5,13.0,23.0,78.5,10.0,10.0,748.5
Normandie,2020/09/17,23.0,15.0,24.0,91.0,9.75,33.0,748.0
Nouvelle-Aquitaine,2020/09/17,31.0,18.666666666666668,17.0,70.33333333333333,10.0,9.0,745.3333333333334
Occitanie,2020/09/17,31.0,21.5,12.0,64.0,10.0,6.5,744.0
Pays de la Loire,2020/09/17,31.0,18.0,29.0,87.0,10.0,11.0,746.0
Provence-Alpes-Côte d'Azur,2020/09/17,27.0,26.0,14.0,69.0,10.0,2.0,744.0
Île-de-France,2020/09/17,27.0,18.0,18.0,79.0,10.0,10.0,747.0
Bourgogne-Franche-Comté,2020/09/18,29.5,14.5,15.0,95.5,8.4375,17.0,743.0
Bretagne,2020/09/18,29.0,15.0,24.0,65.0,10.0,23.0,743.0
Centre-Val de Loire,2020/09/18,30.0,15.0,18.0,86.0,10.0,14.0,744.0
Corse,2020/09/18,27.0,19.0,10.0,59.0,10.0,8.0,740.0
Grand Est,2020/09/18,26.5,14.0,17.0,81.0,10.0,1.5,744.0
Hauts-de-France,2020/09/18,24.0,10.0,22.0,81.0,10.0,1.5,745.0
Normandie,2020/09/18,24.0,11.0,22.0,80.0,10.0,7.0,744.0
Nouvelle-Aquitaine,2020/09/18,26.33333333333333,20.33333333333333,16.0,65.33333333333333,9.875,30.666666666666668,742.0
Occitanie,2020/09/18,28.0,20.5,22.5,80.5,10.0,26.0,740.5
Pays de la Loire,2020/09/18,28.0,18.0,25.0,62.0,10.0,25.0,743.0
Provence-Alpes-Côte d'Azur,2020/09/18,27.0,25.0,23.0,64.0,10.0,17.0,741.0
Île-de-France,2020/09/18,28.0,17.0,16.0,68.0,10.0,6.0,744.0
Bourgogne-Franche-Comté,2020/09/19,24.5,18.0,15.5,89.5,8.9375,65.0,740.0
Bretagne,2020/09/19,23.0,17.0,9.0,95.0,8.25,78.0,740.0
Centre-Val de Loire,2020/09/19,28.0,19.0,12.0,87.0,8.125,56.0,740.0
Corse,2020/09/19,28.0,22.0,9.0,62.0,10.0,17.0,737.0
Grand Est,2020/09/19,25.0,14.5,8.0,83.5,10.0,20.0,741.0
Hauts-de-France,2020/09/19,23.5,16.0,17.0,83.0,9.875,44.5,741.5
Normandie,2020/09/19,24.0,16.0,10.0,89.0,9.125,64.0,741.0
Nouvelle-Aquitaine,2020/09/19,25.33333333333333,17.666666666666668,13.0,89.0,9.5,60.333333333333336,739.0
Occitanie,2020/09/19,27.5,20.5,20.0,85.0,8.375,60.0,738.0
Pays de la Loire,2020/09/19,26.0,18.0,14.0,91.0,8.25,87.0,739.0
Provence-Alpes-Côte d'Azur,2020/09/19,26.0,24.0,30.0,70.0,9.0,70.0,738.0
Île-de-France,2020/09/19,28.0,21.0,15.0,69.0,9.875,57.0,740.0
Bourgogne-Franche-Comté,2020/09/20,25.5,15.0,8.0,91.5,8.75,51.0,736.0
Bretagne,2020/09/20,25.0,15.0,14.0,94.0,6.875,57.0,737.0
Centre-Val de Loire,2020/09/20,27.0,17.0,4.0,91.0,9.5,45.0,737.0
Corse,2020/09/20,26.0,17.0,12.0,82.0,9.125,73.0,735.0
Grand Est,2020/09/20,24.0,14.5,12.5,72.0,9.875,26.0,737.5
Hauts-de-France,2020/09/20,25.0,16.5,13.5,85.0,9.9375,34.5,738.0
Normandie,2020/09/20,23.0,16.0,16.0,92.0,9.75,52.0,737.0
Nouvelle-Aquitaine,2020/09/20,23.0,16.666666666666668,8.333333333333334,91.66666666666669,8.583333333333334,67.33333333333333,735.3333333333334
Occitanie,2020/09/20,26.0,18.0,17.5,87.5,9.3125,45.0,735.0
Pays de la Loire,2020/09/20,25.0,16.0,8.0,89.0,9.875,60.0,736.0
Provence-Alpes-Côte d'Azur,2020/09/20,25.0,23.0,24.0,71.0,8.5,69.0,735.0
Île-de-France,2020/09/20,28.0,19.0,6.0,80.0,9.75,25.0,737.0
Bourgogne-Franche-Comté,2020/09/21,24.5,14.0,8.0,89.0,9.0,24.0,733.0
Bretagne,2020/09/21,26.0,16.0,4.0,91.0,8.375,37.0,733.0
Centre-Val de Loire,2020/09/21,26.0,17.0,9.0,80.0,9.75,42.0,734.0
Corse,2020/09/21,25.0,16.0,11.0,78.0,9.625,75.0,732.0
Grand Est,2020/09/21,26.0,13.0,4.5,73.0,10.0,6.5,734.0
Hauts-de-France,2020/09/21,24.0,12.0,10.0,84.0,10.0,7.5,734.5
Normandie,2020/09/21,22.0,15.0,11.0,81.0,9.75,33.0,734.0
Nouvelle-Aquitaine,2020/09/21,23.0,16.666666666666668,12.0,89.33333333333333,8.75,62.0,732.3333333333334
Occitanie,2020/09/21,24.0,17.5,12.0,80.0,9.8125,48.0,732.0
Pays de la Loire,2020/09/21,25.0,17.0,11.0,92.0,9.75,52.0,733.0
Provence-Alpes-Côte d'Azur,2020/09/21,25.0,23.0,13.0,64.0,9.5,32.0,732.0
Île-de-France,2020/09/21,29.0,18.0,8.0,54.0,9.75,18.0,734.0
Bourgogne-Franche-Comté,2020/09/22,24.5,13.0,9.0,82.5,9.9375,22.5,730.0
Bretagne,2020/09/22,23.0,14.0,17.0,97.0,7.5,62.0,730.0
Centre-Val de Loire,2020/09/22,25.0,14.0,10.0,60.0,9.75,31.0,730.0
Corse,2020/09/22,24.0,16.0,9.0,81.0,9.0,70.0,729.0
Grand Est,2020/09/22,25.5,13.5,10.5,71.0,10.0,17.0,730.0
Hauts-de-France,2020/09/22,24.0,13.0,7.0,85.5,10.0,11.5,730.0
Normandie,2020/09/22,22.0,13.0,15.0,68.0,9.875,44.0,730.0
Nouvelle-Aquitaine,2020/09/22,19.33333333333333,16.0,10.333333333333334,93.33333333333331,8.875,64.0,729.3333333333334
Occitanie,2020/09/22,21.5,17.5,13.5,83.5,8.6875,67.5,729.5
Pays de la Loire,2020/09/22,22.0,15.0,19.0,97.0,6.875,79.0,729.0
Provence-Alpes-Côte d'Azur,2020/09/22,23.0,22.0,14.0,71.0,8.25,76.0,730.0
Île-de-France,2020/09/22,26.0,17.0,7.0,65.0,10.0,20.0,730.0
Bourgogne-Franche-Comté,2020/09/23,21.5,14.0,13.5,94.5,8.5,74.0,726.0
Bretagne,2020/09/23,20.0,14.0,26.0,96.0,9.0,68.0,727.0
Centre-Val de Loire,2020/09/23,23.0,14.0,22.0,93.0,10.0,68.0,727.0
Corse,2020/09/23,24.0,17.0,10.0,81.0,9.5,69.0,726.0
Grand Est,2020/09/23,22.5,13.5,14.0,83.0,9.25,50.0,726.5
Hauts-de-France,2020/09/23,18.5,14.0,24.5,94.0,9.8125,68.0,726.5
Normandie,2020/09/23,19.0,14.0,23.0,92.0,9.875,75.0,727.0
Nouvelle-Aquitaine,2020/09/23,21.33333333333333,15.0,19.666666666666668,91.33333333333331,8.541666666666666,58.333333333333336,726.3333333333334
Occitanie,2020/09/23,24.5,16.5,11.5,86.0,10.0,21.5,726.5
Pays de la Loire,2020/09/23,21.0,15.0,27.0,94.0,6.25,66.0,726.0
Provence-Alpes-Côte d'Azur,2020/09/23,23.0,21.0,12.0,69.0,9.5,34.0,727.0
Île-de-France,2020/09/23,23.0,17.0,20.0,78.0,9.875,56.0,727.0
Bourgogne-Franche-Comté,2020/09/24,18.0,13.5,18.0,96.0,9.25,71.5,723.0
Bretagne,2020/09/24,17.0,11.0,33.0,88.0,9.0,58.0,723.0
Centre-Val de Loire,2020/09/24,19.0,11.0,28.0,90.0,9.125,67.0,723.0
Corse,2020/09/24,26.0,19.0,12.0,78.0,9.5,41.0,723.0
Grand Est,2020/09/24,19.5,14.5,19.0,88.0,9.875,78.0,723.5
Hauts-de-France,2020/09/24,14.5,9.5,30.0,87.5,9.0625,66.5,723.0
Normandie,2020/09/24,16.0,10.0,31.0,90.0,9.125,62.0,723.0
Nouvelle-Aquitaine,2020/09/24,18.666666666666668,16.0,32.0,87.0,8.958333333333334,71.33333333333333,723.0
Occitanie,2020/09/24,22.5,18.0,16.5,84.5,9.4375,72.0,723.5
Pays de la Loire,2020/09/24,16.0,13.0,36.0,85.0,9.375,64.0,723.0
Provence-Alpes-Côte d'Azur,2020/09/24,24.0,22.0,15.0,59.0,9.75,32.0,723.0
Île-de-France,2020/09/24,18.0,14.0,25.0,68.0,9.375,57.0,723.0
Bourgogne-Franche-Comté,2020/09/25,12.5,8.0,27.0,91.5,9.1875,82.0,720.0
Bretagne,2020/09/25,14.0,10.0,37.0,82.0,9.5,66.0,720.0
Centre-Val de Loire,2020/09/25,14.0,10.0,31.0,77.0,9.875,68.0,720.0
Corse,2020/09/25,20.0,16.0,41.0,87.0,7.125,74.0,721.0
Grand Est,2020/09/25,13.0,9.0,22.5,83.0,9.25,78.0,719.0
Hauts-de-France,2020/09/25,12.0,9.0,34.5,86.5,9.625,75.0,719.5
Normandie,2020/09/25,13.0,10.0,40.0,82.0,9.875,73.0,719.0
Nouvelle-Aquitaine,2020/09/25,14.0,11.333333333333334,32.0,81.66666666666667,9.0,71.33333333333333,720.0
Occitanie,2020/09/25,16.5,13.5,39.0,67.5,8.9375,71.0,720.5
Pays de la Loire,2020/09/25,15.0,10.0,35.0,79.0,9.75,54.0,719.0
Provence-Alpes-Côte d'Azur,2020/09/25,21.0,16.0,47.0,63.0,7.375,63.0,720.0
Île-de-France,2020/09/25,13.0,11.0,32.0,70.0,9.625,78.0,720.0
Bourgogne-Franche-Comté,2020/09/26,11.5,6.0,23.0,92.5,9.5625,76.0,716.0
Bretagne,2020/09/26,14.0,9.0,26.0,84.0,9.75,71.0,717.0
Centre-Val de Loire,2020/09/26,15.0,8.0,22.0,83.0,9.75,48.0,716.0
Corse,2020/09/26,17.0,14.0,46.0,72.0,8.375,79.0,718.0
Grand Est,2020/09/26,9.0,8.0,29.5,86.5,7.5,98.0,716.0
Hauts-de-France,2020/09/26,11.0,9.5,35.5,74.5,8.4375,85.5,716.0
Normandie,2020/09/26,13.0,9.0,28.0,80.0,9.375,74.0,716.0
Nouvelle-Aquitaine,2020/09/26,13.0,10.0,19.33333333333333,84.33333333333333,8.75,64.0,716.6666666666666
Occitanie,2020/09/26,15.5,11.0,33.5,72.0,9.375,57.0,717.0
Pays de la Loire,2020/09/26,16.0,9.0,21.0,75.0,10.0,18.0,716.0
Provence-Alpes-Côte d'Azur,2020/09/26,16.0,13.0,56.0,55.0,10.0,11.0,717.0
Île-de-France,2020/09/26,14.0,10.0,24.0,66.0,10.0,71.0,716.0
Bourgogne-Franche-Comté,2020/09/27,8.0,6.5,27.5,95.5,6.1875,92.5,713.0
Bretagne,2020/09/27,14.0,11.0,35.0,76.0,10.0,52.0,713.0
Centre-Val de Loire,2020/09/27,14.0,10.0,32.0,83.0,6.75,99.0,712.0
Corse,2020/09/27,16.0,12.0,18.0,86.0,8.25,79.0,715.0
Grand Est,2020/09/27,11.5,8.5,25.0,92.0,8.1875,79.0,712.5
Hauts-de-France,2020/09/27,17.0,11.5,44.0,88.0,8.375,89.5,711.5
Normandie,2020/09/27,13.0,11.0,35.0,79.0,9.0,96.0,712.0
Nouvelle-Aquitaine,2020/09/27,13.0,7.666666666666667,24.0,82.33333333333333,9.083333333333334,62.333333333333336,713.6666666666666
Occitanie,2020/09/27,13.5,9.0,32.5,77.5,7.875,71.5,714.0
Pays de la Loire,2020/09/27,16.0,9.0,30.0,76.0,10.0,44.0,713.0
Provence-Alpes-Côte d'Azur,2020/09/27,16.0,12.0,44.0,59.0,10.0,40.0,715.0
Île-de-France,2020/09/27,16.0,11.0,35.0,81.0,8.125,94.0,712.0
Bourgogne-Franche-Comté,2020/09/28,12.5,8.0,6.5,95.5,7.0625,88.5,710.0
Bretagne,2020/09/28,17.0,7.0,16.0,94.0,10.0,60.0,710.0
Centre-Val de Loire,2020/09/28,14.0,12.0,18.0,90.0,8.75,88.0,709.0
Corse,2020/09/28,17.0,14.0,16.0,83.0,9.625,73.0,712.0
Grand Est,2020/09/28,14.5,6.5,11.0,90.0,9.0,54.0,709.0
Hauts-de-France,2020/09/28,14.0,12.0,22.5,95.5,6.9375,84.5,708.0
Normandie,2020/09/28,17.0,10.0,22.0,83.0,9.0,51.0,709.0
Nouvelle-Aquitaine,2020/09/28,16.333333333333332,10.666666666666666,16.666666666666668,88.0,8.25,52.66666666666666,710.3333333333334
Occitanie,2020/09/28,17.5,13.5,31.0,77.5,8.9375,60.0,711.5
Pays de la Loire,2020/09/28,17.0,7.0,17.0,94.0,10.0,55.0,710.0
Provence-Alpes-Côte d'Azur,2020/09/28,19.0,14.0,37.0,69.0,10.0,33.0,712.0
Île-de-France,2020/09/28,15.0,14.0,18.0,87.0,9.5,81.0,709.0
Bourgogne-Franche-Comté,2020/09/29,16.0,9.5,9.0,96.0,9.0,69.5,706.0
Bretagne,2020/09/29,19.0,14.0,9.0,96.0,7.625,76.0,705.0
Centre-Val de Loire,2020/09/29,17.0,13.0,10.0,91.0,7.0,86.0,706.0
Corse,2020/09/29,20.0,14.0,9.0,84.0,10.0,54.0,710.0
Grand Est,2020/09/29,13.5,10.5,14.0,93.5,7.8125,95.5,705.5
Hauts-de-France,2020/09/29,18.5,12.5,16.5,96.5,8.1875,64.0,704.5
Normandie,2020/09/29,19.0,15.0,15.0,96.0,7.0,83.0,705.0
Nouvelle-Aquitaine,2020/09/29,18.666666666666668,13.0,9.0,85.66666666666667,9.291666666666666,66.66666666666667,707.6666666666666
Occitanie,2020/09/29,19.0,12.0,7.5,77.0,10.0,38.5,709.0
Pays de la Loire,2020/09/29,19.0,14.0,17.0,92.0,9.375,73.0,706.0
Provence-Alpes-Côte d'Azur,2020/09/29,21.0,15.0,23.0,69.0,10.0,13.0,709.0
Île-de-France,2020/09/29,17.0,14.0,10.0,89.0,7.0,86.0,705.0
Bourgogne-Franche-Comté,2020/09/30,19.0,9.0,5.0,95.0,8.5,32.0,703.0
Bretagne,2020/09/30,18.0,14.0,32.0,96.0,7.25,87.0,702.0
Centre-Val de Loire,2020/09/30,19.0,13.0,12.0,88.0,9.875,68.0,702.0
Corse,2020/09/30,20.0,13.0,9.0,80.0,10.0,28.0,707.0
Grand Est,2020/09/30,18.5,11.5,5.5,92.5,8.25,57.5,702.0
Hauts-de-France,2020/09/30,18.0,13.5,20.5,95.5,8.9375,66.5,701.0
Normandie,2020/09/30,19.0,14.0,27.0,92.0,8.875,77.0,702.0
Nouvelle-Aquitaine,2020/09/30,19.666666666666668,11.666666666666666,13.0,93.33333333333331,8.875,21.0,704.3333333333334
Occitanie,2020/09/30,22.0,14.5,9.0,74.0,10.0,5.5,706.0
Pays de la Loire,2020/09/30,18.0,14.0,26.0,91.0,8.375,79.0,703.0
Provence-Alpes-Côte d'Azur,2020/09/30,21.0,19.0,11.0,64.0,10.0,11.0,706.0
Île-de-France,2020/09/30,19.0,15.0,13.0,82.0,9.75,65.0,702.0
Bourgogne-Franche-Comté,2020/10/01,14.5,10.0,20.5,91.5,8.0625,57.5,699.5
Bretagne,2020/10/01,15.0,11.0,25.0,89.0,9.625,60.0,698.0
Centre-Val de Loire,2020/10/01,17.0,13.0,22.0,89.0,9.25,69.0,699.0
Corse,2020/10/01,21.0,15.0,9.0,74.0,10.0,17.0,704.0
Grand Est,2020/10/01,15.5,11.0,19.0,91.5,9.5,55.5,698.0
Hauts-de-France,2020/10/01,15.0,13.5,26.0,90.0,7.9375,86.0,697.0
Normandie,2020/10/01,15.0,12.0,26.0,92.0,9.125,72.0,697.0
Nouvelle-Aquitaine,2020/10/01,16.333333333333332,12.333333333333334,20.0,88.66666666666667,9.083333333333334,71.66666666666667,700.3333333333334
Occitanie,2020/10/01,20.0,14.0,16.0,85.0,10.0,47.0,702.5
Pays de la Loire,2020/10/01,15.0,11.0,22.0,94.0,9.25,76.0,699.0
Provence-Alpes-Côte d'Azur,2020/10/01,21.0,19.0,12.0,78.0,9.5,40.0,703.0
Île-de-France,2020/10/01,17.0,14.0,21.0,87.0,8.375,74.0,697.0
Bourgogne-Franche-Comté,2020/10/02,14.0,11.0,13.5,96.0,4.8125,90.5,696.5
Bretagne,2020/10/02,14.0,8.0,31.0,88.0,9.375,65.0,695.0
Centre-Val de Loire,2020/10/02,14.0,12.0,23.0,92.0,8.625,93.0,696.0
Corse,2020/10/02,22.0,18.0,19.0,85.0,9.875,66.0,701.0
Grand Est,2020/10/02,17.5,11.0,16.5,89.0,9.75,60.0,694.5
Hauts-de-France,2020/10/02,13.0,11.0,34.5,91.0,7.9375,83.0,693.0
Normandie,2020/10/02,16.0,10.0,34.0,84.0,9.75,52.0,694.0
Nouvelle-Aquitaine,2020/10/02,13.333333333333334,12.333333333333334,23.0,87.66666666666667,8.0,85.33333333333333,697.3333333333334
Occitanie,2020/10/02,17.0,14.0,34.5,85.0,8.6875,71.0,700.0
Pays de la Loire,2020/10/02,15.0,10.0,28.0,88.0,8.75,80.0,696.0
Provence-Alpes-Côte d'Azur,2020/10/02,21.0,19.0,43.0,82.0,7.75,67.0,700.0
Île-de-France,2020/10/02,15.0,12.0,26.0,89.0,7.125,83.0,694.0
Bourgogne-Franche-Comté,2020/10/03,13.0,7.5,33.5,96.5,6.8125,93.0,693.0
Bretagne,2020/10/03,11.0,8.0,18.0,94.0,6.5,71.0,692.0
Centre-Val de Loire,2020/10/03,13.0,8.0,14.0,89.0,9.75,55.0,692.0
Corse,2020/10/03,19.0,15.0,22.0,90.0,7.125,90.0,699.0
Grand Est,2020/10/03,13.5,9.5,22.0,91.5,8.6875,78.0,691.0
Hauts-de-France,2020/10/03,14.5,10.5,18.5,92.5,9.0625,76.5,689.5
Normandie,2020/10/03,16.0,9.0,13.0,91.0,8.875,54.0,690.0
Nouvelle-Aquitaine,2020/10/03,12.666666666666666,11.333333333333334,39.66666666666666,88.0,8.125,92.33333333333331,694.3333333333334
Occitanie,2020/10/03,16.5,12.0,29.5,76.5,8.875,72.5,696.5
Pays de la Loire,2020/10/03,12.0,8.0,33.0,95.0,7.75,84.0,693.0
Provence-Alpes-Côte d'Azur,2020/10/03,17.0,15.0,17.0,62.0,9.75,71.0,697.0
Île-de-France,2020/10/03,15.0,11.0,13.0,79.0,9.0,78.0,691.0
Bourgogne-Franche-Comté,2020/10/04,12.5,8.0,28.5,89.5,9.0,71.5,690.0
Bretagne,2020/10/04,15.0,8.0,28.0,96.0,8.375,75.0,688.0
Centre-Val de Loire,2020/10/04,15.0,8.0,24.0,87.0,8.375,75.0,689.0
Corse,2020/10/04,18.0,15.0,19.0,80.0,7.75,67.0,696.0
Grand Est,2020/10/04,15.0,9.5,29.5,81.5,8.25,79.5,687.5
Hauts-de-France,2020/10/04,14.0,10.0,35.0,84.0,9.25,85.5,686.0
Normandie,2020/10/04,13.0,9.0,31.0,91.0,9.375,88.0,687.0
Nouvelle-Aquitaine,2020/10/04,13.333333333333334,11.333333333333334,25.0,86.0,8.5,79.66666666666667,690.6666666666666
Occitanie,2020/10/04,15.0,12.5,18.5,79.0,9.0,69.5,693.0
Pays de la Loire,2020/10/04,15.0,10.0,29.0,91.0,9.75,80.0,689.0
Provence-Alpes-Côte d'Azur,2020/10/04,19.0,16.0,26.0,66.0,9.75,65.0,694.0
Île-de-France,2020/10/04,15.0,10.0,25.0,74.0,9.625,76.0,687.0
Bourgogne-Franche-Comté,2020/10/05,11.0,8.0,25.5,89.5,9.1875,88.5,686.0
Bretagne,2020/10/05,14.0,12.0,30.0,89.0,7.875,96.0,685.0
Centre-Val de Loire,2020/10/05,12.0,11.0,27.0,89.0,7.75,92.0,685.0
Corse,2020/10/05,18.0,13.0,14.0,81.0,8.875,69.0,693.0
Grand Est,2020/10/05,11.5,8.5,23.5,89.0,7.8125,85.5,684.5
Hauts-de-France,2020/10/05,16.0,10.0,22.0,92.5,9.3125,86.0,682.0
Normandie,2020/10/05,14.0,12.0,28.0,94.0,8.625,98.0,683.0
Nouvelle-Aquitaine,2020/10/05,14.333333333333334,11.333333333333334,26.0,86.33333333333333,8.416666666666666,80.33333333333333,688.0
Occitanie,2020/10/05,17.0,11.5,26.0,78.0,10.0,50.0,690.5
Pays de la Loire,2020/10/05,14.0,13.0,34.0,82.0,9.375,85.0,686.0
Provence-Alpes-Côte d'Azur,2020/10/05,18.0,14.0,31.0,67.0,10.0,19.0,691.0
Île-de-France,2020/10/05,14.0,11.0,26.0,81.0,7.125,97.0,684.0
Bourgogne-Franche-Comté,2020/10/06,13.0,10.0,28.0,92.5,6.9375,86.0,683.0
Bretagne,2020/10/06,15.0,12.0,27.0,86.0,9.625,81.0,681.0
Centre-Val de Loire,2020/10/06,15.0,14.0,25.0,88.0,8.0,84.0,682.0
Corse,2020/10/06,18.0,15.0,17.0,81.0,10.0,80.0,691.0
Grand Est,2020/10/06,13.5,10.5,28.0,87.0,7.875,79.5,680.5
Hauts-de-France,2020/10/06,14.0,12.0,30.5,84.5,8.1875,83.0,678.5
Normandie,2020/10/06,14.0,12.0,35.0,85.0,9.0,70.0,680.0
Nouvelle-Aquitaine,2020/10/06,16.0,13.0,24.666666666666668,92.66666666666669,8.416666666666666,93.66666666666669,685.0
Occitanie,2020/10/06,17.5,13.0,24.0,79.5,6.875,73.5,688.0
Pays de la Loire,2020/10/06,15.0,13.0,33.0,85.0,9.5,76.0,682.0
Provence-Alpes-Côte d'Azur,2020/10/06,17.0,16.0,19.0,72.0,9.75,53.0,688.0
Île-de-France,2020/10/06,15.0,14.0,25.0,85.0,9.75,82.0,680.0
Bourgogne-Franche-Comté,2020/10/07,14.0,9.0,18.5,95.5,8.75,76.0,680.0
Bretagne,2020/10/07,16.0,11.0,18.0,90.0,10.0,66.0,678.0
Centre-Val de Loire,2020/10/07,16.0,11.0,19.0,85.0,9.875,82.0,679.0
Corse,2020/10/07,20.0,16.0,29.0,86.0,9.125,59.0,687.0
Grand Est,2020/10/07,14.0,10.5,23.0,90.0,9.25,78.5,677.5
Hauts-de-France,2020/10/07,14.0,10.0,24.5,91.5,9.875,53.5,674.0
Normandie,2020/10/07,16.0,11.0,21.0,86.0,10.0,73.0,676.0
Nouvelle-Aquitaine,2020/10/07,16.0,13.333333333333334,16.666666666666668,84.66666666666667,9.625,75.33333333333333,681.6666666666666
Occitanie,2020/10/07,19.0,15.5,23.5,82.0,9.5625,58.0,685.0
Pays de la Loire,2020/10/07,16.0,12.0,21.0,87.0,10.0,66.0,679.0
Provence-Alpes-Côte d'Azur,2020/10/07,19.0,17.0,38.0,79.0,9.625,33.0,685.0
Île-de-France,2020/10/07,16.0,13.0,18.0,79.0,10.0,85.0,677.0
Bourgogne-Franche-Comté,2020/10/08,16.5,8.5,15.0,95.0,6.625,59.0,676.0
Bretagne,2020/10/08,18.0,14.0,28.0,85.0,10.0,91.0,674.0
Centre-Val de Loire,2020/10/08,18.0,14.0,22.0,89.0,10.0,80.0,675.0
Corse,2020/10/08,21.0,14.0,10.0,60.0,10.0,2.0,684.0
Grand Est,2020/10/08,15.5,10.0,19.5,89.5,9.5,74.5,673.5
Hauts-de-France,2020/10/08,16.5,13.5,31.0,86.5,7.0625,95.5,670.5
Normandie,2020/10/08,18.0,14.0,31.0,84.0,9.75,92.0,673.0
Nouvelle-Aquitaine,2020/10/08,18.33333333333333,13.666666666666666,11.0,95.0,7.416666666666667,64.33333333333333,678.3333333333334
Occitanie,2020/10/08,20.5,13.0,8.0,84.0,9.5,20.0,681.5
Pays de la Loire,2020/10/08,18.0,15.0,24.0,84.0,10.0,83.0,676.0
Provence-Alpes-Côte d'Azur,2020/10/08,21.0,15.0,19.0,61.0,10.0,5.0,683.0
Île-de-France,2020/10/08,19.0,15.0,22.0,81.0,10.0,90.0,673.0
Bourgogne-Franche-Comté,2020/10/09,17.5,10.0,11.0,94.5,6.5,31.5,673.0
Bretagne,2020/10/09,16.0,13.0,17.0,96.0,9.25,73.0,671.0
Centre-Val de Loire,2020/10/09,16.0,13.0,15.0,93.0,9.25,77.0,672.0
Corse,2020/10/09,21.0,13.0,8.0,53.0,10.0,11.0,682.0
Grand Est,2020/10/09,16.0,11.5,15.5,91.0,8.625,78.0,670.5
Hauts-de-France,2020/10/09,15.5,12.5,20.0,93.0,8.4375,73.0,667.0
Normandie,2020/10/09,14.0,12.0,19.0,93.0,9.5,69.0,669.0
Nouvelle-Aquitaine,2020/10/09,18.666666666666668,12.333333333333334,11.333333333333334,92.66666666666669,8.166666666666666,46.66666666666666,675.0
Occitanie,2020/10/09,20.5,14.5,9.0,85.0,10.0,26.5,678.5
Pays de la Loire,2020/10/09,17.0,14.0,16.0,98.0,7.5,81.0,672.0
Provence-Alpes-Côte d'Azur,2020/10/09,20.0,19.0,6.0,65.0,10.0,22.0,680.0
Île-de-France,2020/10/09,16.0,15.0,12.0,87.0,9.5,88.0,670.0
