trafic_id;time_id;zone_id;vitesse_kmh;temps_trajet_min;congestion_index;source_sensor
21134;23866;6;41.20;12.15;1;
21135;26230;7;41.75;32,25;1;sensorB
21136;21919;10;29.36;14,49;2;sensorA
21137;22388;8;6,86;20.47;4;sensorA
21138;34664;1;38.02;14.13;1;sensorA
21139;9630;10;18.07;23.10;3;sensorA
21140;31918;4;50.01;23,39;1;sensorA
21141;14870;10;21,24;14,31;3;sensorA
21142;17045;9;22.32;8.59;3;sensorB
21143;11632;7;26.01;14.07;2;sensorB
21144;19109;1;22.81;25.82;3;sensorB
21145;20449;4;3.88;7,67;5;sensorA
21146;28370;6;20.56;27.73;3;sensorB
21147;12666;3;32.25;5,60;2;
21148;25439;3;26,25;14,53;2;sensorB
21149;33316;2;32.71;13,20;2;sensorA
21150;7145;3;21,21;19.01;3;sensorB
21151;14322;4;31,55;25.39;2;sensorA
21152;17594;8;26,58;23.42;2;sensorB
21153;27577;8;18,13;-5,00;3;sensorB
21154;30699;5;31,71;25.11;2;sensorA
21155;30511;8;34.00;27,94;2;
21156;34427;8;18,43;20,38;3;sensorB
21157;32165;9;999.00;13.37;2;sensorA
21158;14528;7;35.39;8,76;1;sensorA
21159;16741;9;29,88;25,19;2;sensorB
21160;9410;7;42,72;-5,00;1;sensorA
21161;11604;8;18,25;23,87;3;sensorA
21162;13916;5;28,00;23,93;2;sensorA
21163;15233;9;38.12;5.05;1;sensorB
21164;4174;7;18.55;24.11;3;sensorA
21165;13424;9;38,24;23.18;1;sensorB
21166;4780;1;42,51;16.59;1;
21167;7484;2;26.61;21.59;2;sensorB
21168;1708;10;22,53;17,06;3;sensorA
21169;7602;9;19.29;14,79;3;sensorB
21170;14314;1;35,34;11.11;1;sensorA
21171;15625;10;32,64;7,89;2;sensorB
21172;25028;3;30,67;20.56;2;sensorA
21173;11773;7;29,93;18.91;2;sensorA
21174;23724;5;49,32;23,29;1;sensorB
21175;25385;1;25.93;12,31;2;sensorA
21176;819;5;30,64;26.36;2;sensorB
21177;15383;8;36,92;20.61;1;sensorA
21178;13384;1;35,29;22,45;1;sensorB
21179;11148;4;16.77;-5.00;3;sensorA
21180;3274;2;50.58;16.52;1;sensorB
21181;25816;5;26.08;22.18;2;sensorB
21182;4201;5;12,09;11.97;4;sensorB
21183;26463;1;45.10;20,14;1;sensorA
21184;32456;3;36,49;28.01;1;sensorB
21185;9654;3;34,33;12.31;2;
21186;15382;1;15,43;7,46;3;sensorB
21187;12743;4;20,55;27,24;3;sensorB
21188;12417;10;30.76;21,35;2;sensorB
21189;26100;2;29.46;25.48;2;sensorA
21190;12831;10;19.34;26.93;3;sensorB
21191;395;10;22.67;16.88;3;sensorB
21192;25918;10;39.37;13,22;1;sensorB
21193;7447;10;29,39;23.38;2;sensorB
21194;27168;10;36,06;10,91;1;sensorB
21195;17053;10;28,23;17,94;2;sensorA
21196;7812;7;44.25;6,79;1;sensorA
21197;17771;2;33,44;13.69;2;sensorA
21198;2376;4;31.10;20.40;2;sensorB
21199;27426;5;41,08;14,17;1;sensorA
21200;4185;3;38,73;21.78;1;sensorB
21201;18849;3;38,51;14,45;1;sensorA
21202;24193;10;24.97;24,10;3;sensorB
21203;16021;6;30.94;21,37;2;sensorA
21204;2169;4;24.87;17,13;3;sensorA
21205;4200;5;30.91;22.88;2;sensorB
21206;21866;4;30.83;19.36;2;sensorB
21207;16125;2;21,53;26.08;3;sensorA
21208;10148;4;33.09;20,27;2;sensorB
21209;14768;1;38.36;27,92;1;sensorB
21210;17252;2;11,21;18.02;4;sensorA
21211;4259;6;20,96;27.19;3;sensorB
21212;26665;3;15.04;16,43;3;sensorB
21213;26527;2;17.04;5.82;3;sensorB
21214;31216;2;23.96;9.79;3;
21215;9363;5;36.38;19,40;1;sensorA
21216;23443;10;28.89;19.93;2;
21217;19051;7;19.78;22.20;3;sensorB
21218;32872;3;29.05;32,71;2;sensorB
21219;26749;10;34,35;16,22;2;sensorA
21220;14603;7;44.89;19,75;1;sensorA
21221;31977;3;41.67;8.15;1;sensorA
21222;10693;3;18,77;20,12;3;sensorB
21223;5196;9;42,00;5.00;1;
21224;8433;8;17,17;8,85;3;sensorA
21225;7696;10;32.76;22,35;2;sensorB
21226;23589;5;10.62;14.70;4;sensorA
21227;2261;4;30,19;20,60;2;sensorB
21228;22803;4;37.80;19.96;1;sensorA
21229;21386;9;27,62;18.90;2;sensorA
21230;25003;7;28,46;27,03;2;sensorB
21231;796;1;38,32;16,11;1;sensorA
21232;17551;2;6,39;21.10;4;sensorA
21233;15962;3;22.82;17.06;3;sensorB
21234;13770;1;26,03;11,77;2;sensorA
21235;31006;3;19,80;25.73;3;sensorB
21236;31405;9;34.37;29,99;2;sensorA
21237;20251;10;38.93;17.61;1;sensorA
21238;19715;3;35.52;25.99;1;sensorB
21239;10031;3;38.41;32,20;1;sensorB
21240;20997;3;36.24;20,39;1;sensorB
21241;25633;7;29.29;4,85;2;sensorB
21242;26587;1;25.17;24.48;2;sensorB
21243;4477;10;37.59;21,65;1;sensorA
21244;28382;6;21,98;10,52;3;sensorB
21245;26602;5;34,22;8.39;2;sensorB
21246;19822;7;35.73;12.04;1;
21247;14113;10;23.29;23.28;3;sensorA
21248;33463;9;36,47;19,01;1;
21249;17803;8;34,01;23,68;2;sensorA
21250;4168;7;16.80;19,28;3;sensorA
21251;13112;9;25,31;19,49;2;sensorA
21252;24027;2;32.15;10.79;2;sensorB
21253;13010;1;30,95;16,78;2;sensorA
21254;19483;5;32.36;25,85;2;sensorA
21255;20027;2;30,48;18.90;2;sensorA
21256;7252;5;19,19;10.23;3;sensorB
21257;25119;10;26,51;19.53;2;sensorA
21258;11606;9;21,97;10,93;3;sensorA
21259;13235;4;21,66;20.35;3;
21260;17240;3;35.30;9.58;1;sensorB
21261;34034;10;28,54;15.47;2;sensorA
21262;34306;4;22.28;17,46;3;sensorB
21263;19791;6;27,18;16,20;2;sensorB
21264;29654;1;38.89;17.86;1;sensorA
21265;22038;7;28.95;17,20;2;sensorB
21266;31340;2;27.97;26.16;2;sensorA
21267;31728;5;5,91;16.23;4;sensorA
21268;17267;5;41.27;17,39;1;sensorA
21269;6728;7;39,85;16,57;1;sensorB
21270;10901;7;24,47;20,91;3;sensorA
21271;27023;4;29,43;16.52;2;sensorB
21272;4962;2;30.92;18,74;2;sensorB
21273;690;5;18,11;17,32;3;sensorA
21274;28500;10;38,27;16,18;1;sensorB
21275;27873;6;28.89;18.25;2;sensorB
21276;13366;6;38.33;24,38;1;sensorB
21277;22973;6;28,53;15.05;2;
21278;9463;9;34,06;3,52;2;sensorA
21279;10177;3;33.58;14,28;9;sensorA
21280;24202;4;16.02;14.41;3;sensorB
21281;33025;5;37.67;6,45;1;sensorA
21282;33509;5;31,30;25.52;2;sensorB
21283;1375;3;19.32;23,35;3;sensorB
21284;16126;10;17.90;15.47;3;sensorA
21285;2870;3;33.56;9.83;2;sensorB
21286;4629;8;21.41;19,70;3;sensorB
21287;23649;10;29,98;15,39;2;sensorB
21288;1878;10;8.37;21,49;4;sensorA
21289;11915;5;13,65;11,28;4;sensorB
21290;9912;8;27,51;11.04;2;sensorB
21291;18537;1;999,00;21.28;3;sensorA
21292;24586;1;42,49;6.27;1;sensorA
21293;28571;2;34.05;13,18;2;sensorB
21294;25711;10;11,77;22.03;4;sensorB
21295;12726;3;49.61;15.06;1;sensorB
21296;11196;7;25,55;22,57;2;sensorB
21297;16201;4;28,31;8.61;2;sensorA
21298;16949;5;44,90;26,11;1;sensorA
21299;34342;1;35,49;37.25;1;
21300;8835;10;9.95;14.71;4;sensorB
21301;11409;9;33,85;21,03;2;sensorB
21302;5610;10;24,15;10.24;3;sensorA
21303;21810;8;29,07;14.18;2;sensorA
21304;6347;9;17,22;21.97;3;
21305;15777;4;13.58;19.39;4;sensorB
21306;31410;2;34,66;26.40;2;sensorA
21307;23330;8;33.92;31,13;2;
21308;2971;4;44.84;21.44;9;sensorA
21309;6966;8;11,84;14,97;4;sensorA
21310;8006;3;36,70;23.73;1;sensorA
21311;2290;3;24.36;16,40;3;sensorB
21312;2116;2;35,12;15,75;1;sensorB
21313;18315;9;39.21;11.84;1;sensorB
21314;27578;7;25,33;20,06;2;sensorB
21315;7752;6;24,06;14,98;3;sensorA
21316;24524;7;21.70;14.78;3;sensorB
21317;32574;9;12,09;25.17;4;sensorB
21318;20319;8;29,12;29.77;2;sensorA
21319;14656;5;15,98;20.26;3;sensorA
21320;4080;4;25,06;11.76;2;sensorA
21321;859;8;36.67;20,55;1;
21322;26545;1;24,84;23.96;3;sensorA
21323;1979;7;26,40;21.02;2;
21324;9383;10;21,93;15,67;3;
21325;19857;8;12,90;17.47;4;sensorB
21326;1491;6;31,04;12,14;2;sensorB
21327;7428;4;29.92;15,82;2;sensorA
21328;3182;8;17.01;10,86;3;sensorB
21329;10924;8;48.01;16.97;1;sensorB
21330;4413;6;23.29;17.99;3;sensorB
21331;10299;6;29,35;15.36;2;
21332;23239;5;28.88;18.17;2;sensorA
21333;34703;1;25,44;24.59;2;sensorB
21334;25774;6;43,23;16,80;1;sensorB
21335;22931;10;26.93;15.29;2;sensorA
21336;28173;10;37.02;21,55;1;sensorA
21337;1232;5;39,40;7.37;1;sensorA
21338;5223;1;46,81;19.18;1;sensorB
21339;27071;8;13,87;22,12;4;sensorA
21340;34510;5;31,16;13.90;2;sensorA
21341;2317;1;44.77;19,70;1;sensorB
21342;3615;8;33.96;19,39;2;sensorA
21343;26133;1;28.07;20,90;2;
21344;1399;7;38,41;-5,00;1;
21345;19270;5;23.33;13.89;3;sensorA
21346;14908;1;46.19;28,49;1;sensorB
21347;16798;6;20,37;4.04;3;sensorB
21348;16579;6;31.02;17.37;2;sensorB
21349;396;1;40.86;21,32;1;sensorA
21350;32315;1;11,69;15,56;4;sensorB
21351;26174;9;36.97;13.32;1;
21352;26920;7;31,76;5,28;2;sensorB
21353;6630;1;31,23;23,52;2;sensorA
21354;1030;1;36,77;14,55;1;sensorA
21355;33828;10;32.74;16.90;2;sensorA
21356;22934;2;36,81;20,06;1;sensorB
21357;9311;2;16,44;18.19;3;sensorA
21358;6832;7;21,14;20,91;3;sensorA
21359;21503;7;28,30;19,70;2;sensorB
21360;33509;2;30,35;15,17;2;sensorA
21361;30137;8;33,96;19.24;2;sensorB
21362;19309;9;20.59;18,61;3;sensorA
21363;15467;7;42,15;24,57;1;sensorB
21364;14423;1;20.26;20,00;3;sensorB
21365;33677;4;27,52;20,54;2;sensorB
21366;31274;3;34,36;22,23;2;
21367;26099;9;33.17;20,59;2;sensorA
21368;18178;1;19.84;21,00;3;sensorA
21369;12252;7;23.06;16.43;3;sensorA
21370;10026;6;31.81;21,59;2;
21371;24410;2;25,37;20.56;2;sensorB
21372;28340;2;40.71;8.81;1;sensorA
21373;16346;3;9,61;17.11;4;sensorB
21374;12536;10;28.84;19,58;2;sensorB
21375;9542;7;21.81;18.84;3;sensorB
21376;18137;2;21,78;22.02;3;sensorB
21377;14196;8;38,19;19.62;1;sensorA
21378;23403;9;33.06;23.57;2;sensorB
21379;33317;10;25.77;22,79;2;sensorB
21380;23475;6;36,55;8,70;1;
21381;29853;3;48,95;24.94;1;sensorA
21382;16536;9;28.62;13,30;2;sensorB
21383;20651;9;0,50;21,82;5;sensorB
21384;14115;6;34.69;10.84;2;sensorA
21385;19569;6;32,78;13,66;2;sensorB
21386;9913;1;27.93;24.31;2;sensorA
21387;2090;1;18,88;17,20;3;sensorB
21388;34361;3;21.80;13.48;3;sensorB
21389;13874;6;24.39;20,14;3;
21390;23364;3;18,38;14,07;3;sensorA
21391;3985;1;25,84;23.40;2;sensorB
21392;5861;6;29.38;19.32;2;sensorA
21393;4434;7;35,06;12.22;1;sensorA
21394;21512;7;26.36;22,95;2;sensorA
21395;31907;6;39.56;11.64;1;sensorB
21396;479;6;50,27;14,40;1;
21397;7564;8;42,19;17.91;1;sensorA
21398;12377;9;25,89;17.14;2;sensorA
21399;10501;10;32.77;27,48;2;sensorA
21400;23432;4;15.36;12,25;3;sensorA
21401;3475;2;41.67;23.53;1;sensorA
21402;1054;999;49.47;12,38;1;sensorA
21403;18306;10;26.22;9,60;2;sensorB
21404;18822;4;23.73;20.44;3;sensorB
21405;22741;5;13.60;11.16;4;sensorB
21406;9015;9;42,93;18,70;1;sensorB
21407;269;2;30.25;16,74;2;sensorB
21408;1469;9;21.22;8,56;3;sensorB
21409;2397;3;28.24;25,17;2;sensorA
21410;29940;4;17,79;17,75;3;sensorA
21411;4860;3;15.56;8.68;3;sensorA
21412;9861;1;30.64;12.62;2;sensorB
21413;5673;2;42,21;15,94;1;sensorA
21414;12271;8;44.13;20.95;1;sensorA
21415;7020;6;24.44;28,51;3;sensorB
21416;18371;7;35.51;21,66;1;sensorA
21417;13755;1;32,67;14,13;2;sensorA
21418;5333;2;19,33;23.57;3;
21419;25404;7;37.04;22.84;1;sensorA
21420;26642;8;22.21;22,03;3;sensorB
21421;6809;8;12,61;19,21;4;sensorA
21422;29634;8;45,79;8,16;1;
21423;32369;3;2.22;19.36;5;sensorA
21424;32313;7;26.97;22.74;2;sensorA
21425;1183;3;34.09;15.16;2;
21426;30788;3;21.19;32,60;3;sensorB
21427;17568;7;17.67;13.57;3;sensorB
21428;30845;8;32.43;23,50;2;sensorB
21429;10693;3;30.44;14,12;2;sensorB
21430;34181;7;15.48;25,49;3;sensorB
21431;7472;3;10.91;16.20;4;sensorA
21432;335;1;14.17;10,94;4;sensorA
21433;16522;8;27,60;15,47;2;sensorA
21434;4208;10;18,85;15,49;3;
21435;15156;9;39.59;14,48;1;sensorA
21436;28432;2;27.37;23.12;2;sensorB
21437;23048;3;3.75;14,33;5;sensorA
21438;29371;8;45,95;15.07;1;sensorB
21439;20297;2;32.27;23.49;2;sensorB
21440;24844;3;12,52;27.30;4;sensorB
21441;13374;4;28,31;22,17;2;
21442;34835;8;34,73;20,20;2;sensorA
21443;13861;9;35.62;16,05;1;sensorB
21444;1390;4;20.46;19,29;3;sensorB
21445;9800;3;22,40;15,71;3;sensorA
21446;29789;8;38,00;24,70;1;sensorA
21447;18270;8;14.92;15.27;4;sensorB
21448;1410;9;35.24;11.45;1;sensorB
21449;8744;8;17,38;19,81;3;sensorA
21450;28437;8;20.29;12.87;3;sensorA
21451;15430;9;21,42;19,78;3;sensorB
21452;21223;10;31.07;17,83;2;sensorA
21453;14951;10;36,97;21,56;1;
21454;16547;1;35.26;17,41;1;sensorA
21455;12568;7;22.71;12.87;3;sensorB
21456;15468;10;44,48;7.84;1;
21457;27924;8;17.33;17,23;3;sensorA
21458;20804;5;31.36;24,49;2;sensorB
21459;12779;5;37.03;21.94;1;
21460;14031;2;25.01;12.68;2;sensorB
21461;25934;5;38.45;17,56;1;sensorA
21462;21218;1;36,38;24.33;1;sensorB
21463;4907;4;21,63;23.14;3;sensorB
21464;12769;8;28,78;7.00;2;sensorB
21465;9096;1;34,31;12,52;2;sensorB
21466;8063;10;20.46;26.15;3;sensorA
21467;5250;10;15.47;7,79;3;sensorA
21468;23713;10;31.57;13,57;2;sensorB
21469;21721;1;21.40;24.32;3;sensorA
21470;10903;6;43.99;23,39;1;sensorB
21471;23779;3;26,43;14,84;2;sensorA
21472;7493;6;32,93;13,13;2;
21473;17190;2;25,51;21.55;2;sensorB
21474;12439;2;29.64;17.94;2;sensorB
21475;6230;5;32,52;10,47;2;sensorB
21476;34359;4;32.58;16.14;2;sensorB
21477;81;8;17,72;17.37;3;sensorB
21478;23238;4;38,52;6,96;1;
21479;22800;3;40,69;17,87;1;sensorA
21480;26779;10;36,92;12.62;1;sensorA
21481;3136;1;8.86;29.41;4;sensorB
21482;19018;9;24,62;20.01;3;
21483;2882;2;37,88;10,54;1;sensorB
21484;20092;7;15,24;13,06;3;sensorA
21485;18651;2;4,48;22.82;5;sensorB
21486;22884;1;27,96;20.63;2;
21487;23341;2;25.05;16.63;2;sensorB
21488;20772;7;34.31;28,32;2;sensorB
21489;19053;6;43.47;12.53;9;sensorB
21490;14657;8;26,00;17,96;2;sensorB
21491;6023;9;37.92;21.37;1;sensorB
21492;14346;8;56.69;9.80;1;sensorB
21493;21133;3;6.76;25,92;4;sensorA
21494;34498;4;28.21;35,49;2;sensorB
21495;6782;1;36,86;21,42;1;sensorB
21496;2775;3;35,13;8,37;1;sensorA
21497;11892;2;24,81;10.03;3;sensorA
21498;19627;9;38.47;11.47;1;sensorA
21499;9323;8;7,38;6.05;4;sensorB
21500;31700;4;27,42;24.30;2;sensorB
21501;26607;4;34,64;30,96;2;sensorA
21502;12049;4;28,94;13,94;2;sensorB
21503;7590;10;31.65;-5.00;2;sensorB
21504;5613;2;42,57;21.77;1;
21505;7883;5;32.25;24.04;2;sensorA
21506;19570;1;18,05;26.52;3;sensorB
21507;4432;1;22,43;16.75;3;sensorA
21508;9610;10;13,03;14.17;4;sensorB
21509;34457;7;11.57;18.86;4;sensorA
21510;9839;7;32,60;27.12;2;sensorA
21511;24223;6;27,54;22.25;2;sensorA
21512;28253;4;29,90;23.27;2;sensorB
21513;27129;9;14,89;16.81;4;sensorA
21514;31028;8;29,04;18.47;2;sensorA
21515;7677;7;46,95;22,92;1;sensorB
21516;10236;4;30.71;21.09;2;sensorB
21517;3396;3;19,45;24,23;9;sensorA
21518;8747;1;25.68;14,09;2;sensorA
21519;7110;8;17,39;4,77;3;sensorA
21520;16385;10;32,19;17,30;2;sensorB
21521;2605;7;29,64;8.72;2;sensorA
21522;27855;3;22,03;15,39;3;sensorA
21523;17202;1;31.63;12.51;2;sensorB
21524;32168;5;22,30;21.02;3;sensorB
21525;30818;4;20,49;21.98;3;sensorA
21526;11060;6;21,70;19.15;3;sensorA
21527;16692;6;29.53;11.69;2;
21528;25900;4;18.28;18.99;3;sensorA
21529;1474;5;21,30;22,53;3;sensorA
21530;25283;4;40.16;37.35;1;sensorB
21531;23001;8;34.41;19.61;2;sensorA
21532;34250;7;28.68;17.26;2;sensorB
21533;11180;1;26.47;19,29;2;sensorB
21534;11907;6;40.15;19.33;1;sensorB
21535;27507;10;33,45;11,40;2;sensorA
21536;11722;1;39,07;24.36;1;sensorA
21537;5882;2;20.17;28,06;3;sensorA
21538;16119;5;24,34;17.14;3;
21539;7275;4;25.42;18,39;2;sensorA
21540;29085;10;28.33;20.35;2;sensorA
21541;30413;1;20.32;16,37;3;sensorA
21542;14555;5;28,64;8,57;2;
21543;11607;8;22,43;27,38;3;sensorB
21544;3953;4;31.92;32,48;2;sensorA
21545;34677;10;18.04;17.48;3;sensorA
21546;12848;10;36,24;-5.00;1;sensorB
21547;29568;4;16.49;19,53;3;sensorA
21548;10872;4;23,28;8,42;3;sensorB
21549;31470;7;0.50;28,02;5;sensorB
21550;9353;3;3.54;10.46;5;sensorB
21551;18517;1;20.28;19,86;3;sensorA
21552;1734;4;18.22;14.67;3;sensorA
21553;11553;5;27.32;16,16;2;sensorB
21554;2834;8;24,80;20,18;3;sensorA
21555;336;1;33.38;16,83;2;
21556;21308;2;43.38;14,85;1;sensorA
21557;22243;7;35,32;16.14;1;sensorB
21558;16750;5;25.38;19.35;2;sensorB
21559;14988;2;21.10;22,36;3;sensorA
21560;28811;5;31.47;21,46;2;sensorA
21561;30856;6;45.81;18,04;1;
21562;26208;3;24.55;13.62;3;
21563;7423;5;21,61;17,39;3;sensorB
21564;8880;10;50.05;19,13;1;sensorA
21565;9370;2;21,57;18,43;3;sensorB
21566;18757;7;37,44;23.68;1;sensorB
21567;27087;3;18,05;25,85;3;sensorB
21568;33038;3;39,97;6,52;1;sensorB
21569;34157;8;40.71;16.24;1;sensorB
21570;10868;1;18,59;19,58;3;sensorA
21571;34065;3;41.50;21.43;1;sensorB
21572;33795;4;23.44;15,02;3;sensorB
21573;2275;10;20.70;8.92;3;sensorB
21574;20397;5;27,15;17,08;2;sensorA
21575;3580;4;21.12;20,21;3;sensorB
21576;12644;2;27,43;22.58;2;sensorA
21577;26695;1;999.00;16,63;1;
21578;15903;8;37,08;11.29;1;
21579;30584;3;19,05;18,57;3;sensorB
21580;29990;9;37,45;19.59;1;sensorB
21581;5362;1;19,22;26.95;3;sensorA
21582;14710;5;38,37;18.27;1;sensorA
21583;12016;7;35,80;17,00;1;sensorB
21584;31418;1;23.46;16,74;3;sensorB
21585;24743;4;51,29;15,85;1;sensorA
21586;6336;8;7.46;21.58;4;sensorA
21587;18720;2;41,70;19,27;1;sensorA
21588;5555;3;32.79;10,29;2;
21589;24850;7;19.62;9,52;3;
21590;9082;3;25,55;22.87;2;sensorB
21591;18655;3;46,02;19,45;1;sensorB
21592;28130;3;44,35;26,76;1;sensorA
21593;2693;8;11.25;16.34;4;sensorA
21594;17358;3;32.85;20,10;2;sensorB
21595;8077;7;12,88;17,92;4;sensorA
21596;3355;1;20,44;23,08;3;sensorA
21597;5266;10;29.17;12.36;2;sensorB
21598;446;6;999,00;24.24;2;
21599;7560;5;41.45;24,57;1;sensorB
21600;28253;8;50.57;25.98;1;sensorA
21601;28234;6;10,21;18.40;4;sensorA
21602;9433;10;30.22;16.98;2;sensorB
21603;31539;7;16.83;3,44;3;
21604;7694;2;14,45;14.31;4;sensorA
21605;9643;10;16,79;15.87;3;sensorB
21606;13864;2;12.18;23.34;4;sensorA
21607;17765;1;11.73;20,50;4;sensorB
21608;760;5;35.32;11,42;9;sensorA
21609;10006;2;36.73;25,02;1;sensorA
21610;5482;8;20.78;25,13;3;sensorB
21611;24859;5;999.00;14,66;3;sensorA
21612;28592;4;37,48;17,59;1;sensorA
21613;33821;3;34,88;24,95;2;sensorA
21614;14009;9;40,05;17.43;1;sensorA
21615;28585;9;29.63;17,49;2;sensorA
21616;29098;2;14,23;17,08;4;sensorB
21617;6596;7;32.15;19,07;2;sensorA
21618;11155;6;35,89;17.41;1;sensorB
21619;31186;4;24,87;18.20;3;sensorA
21620;25805;10;16,97;12,28;3;
21621;32319;8;17.49;22,30;3;sensorA
21622;27573;2;40,74;17,63;1;sensorB
21623;19184;8;22.59;18.61;3;sensorB
21624;12689;6;21.02;7,32;3;sensorB
21625;17316;6;38.62;24.42;1;sensorB
21626;30895;1;31.24;22.25;2;sensorA
21627;30938;7;21.56;20.07;3;sensorA
21628;27577;4;33.69;10.92;2;sensorB
21629;32963;5;52.07;-5.00;1;sensorB
21630;1553;5;31,02;21.06;2;
21631;18720;8;23.56;20,69;3;sensorA
21632;11735;1;35,31;11,76;1;sensorA
21633;32490;8;27.79;17,09;2;sensorB
21634;16615;1;35,35;20,74;1;sensorB
21635;6424;10;35.13;23,46;1;sensorA
21636;30191;9;38,08;22,19;1;sensorA
21637;26756;9;22,14;23.15;3;
21638;32318;5;7.63;9.93;4;sensorB
21639;2191;5;22,06;17,56;3;sensorA
21640;2417;3;19,76;18,59;3;sensorB
21641;34826;1;18.22;14,80;3;sensorB
21642;2082;8;21,68;21,02;3;sensorA
21643;1491;10;11,39;15,87;4;sensorB
21644;1271;4;33.42;16,77;2;sensorA
21645;8844;8;21.50;15.49;3;sensorA
21646;12684;2;28,96;17.87;2;sensorA
21647;12645;6;29,85;20.19;9;sensorB
21648;33184;5;12,88;16,83;4;sensorB
21649;8551;3;20.46;13,72;3;sensorA
21650;13148;9;36.37;30,15;1;sensorB
21651;15096;5;33.65;18.65;2;sensorA
21652;3184;7;35,77;17,71;1;sensorB
21653;22076;8;24,05;21.51;3;sensorA
21654;8301;9;25,39;12.29;2;sensorA
21655;33527;5;25.99;19,55;2;sensorA
21656;26062;3;18,81;17,19;3;sensorA
21657;7216;8;27,48;15.01;2;sensorB
21658;5308;1;35.45;22,88;1;sensorB
21659;4219;1;25.99;21.64;2;
21660;24943;10;21.91;13,39;3;sensorB
21661;168;4;6,43;11.18;4;sensorB
21662;24430;5;6,22;14.94;4;sensorA
21663;2625;3;34,85;29,45;2;sensorB
21664;11605;4;45,86;25,76;1;sensorB
21665;2386;10;19,55;7,01;3;sensorA
21666;32657;2;18,70;22.68;3;
21667;33084;3;25.50;13.66;2;sensorA
21668;31904;5;36,04;15,48;1;sensorB
21669;10227;9;28.91;21.50;2;sensorA
21670;14895;2;15.47;25.74;3;sensorA
21671;23405;3;4.15;16.01;5;sensorB
21672;29124;2;30.38;-5,00;2;sensorA
21673;21125;1;24,76;22,80;3;
21674;4704;3;30,84;32,31;2;sensorB
21675;17980;5;27,63;14,58;2;sensorB
21676;29688;6;27,38;26,31;2;sensorA
21677;24574;8;32.86;5,10;2;sensorA
21678;21975;9;21.65;15.58;3;sensorA
21679;24218;4;25.79;22,76;2;sensorA
21680;14856;3;22,52;20,03;3;sensorB
21681;5320;4;23,20;11,66;3;sensorA
21682;16611;8;14,12;13,87;4;sensorB
21683;2313;6;27.13;24.49;2;sensorB
21684;9744;2;24,37;19.43;3;sensorA
21685;24744;3;28,35;15,54;2;sensorA
21686;29595;8;35,77;29,84;1;sensorA
21687;33684;5;34.96;20,05;2;sensorA
21688;29496;4;46,09;14,71;1;sensorA
21689;23412;5;39,69;29.07;1;
21690;26747;7;34.65;19.95;2;sensorA
21691;30569;5;19.61;20,51;3;sensorA
21692;22225;3;29.30;11.33;2;sensorB
21693;4240;4;13.74;17.57;4;sensorA
21694;29147;1;32,72;17.68;2;sensorB
21695;18540;6;23.98;23,19;3;sensorA
21696;23070;4;44.17;12,48;1;sensorB
21697;4195;7;23.99;17.51;3;sensorA
21698;1578;10;34,04;16,75;2;sensorA
21699;5290;4;36,70;24.72;1;sensorA
21700;12059;1;34.93;15,19;2;sensorB
21701;17710;5;21.86;27.68;3;sensorB
21702;15445;3;17.74;17,32;3;sensorB
21703;13869;1;15,47;-5,00;3;
21704;3254;6;36.21;20,37;1;sensorB
21705;17662;8;29.68;20.98;2;sensorA
21706;2155;4;28.97;12,53;2;sensorB
21707;23368;8;19,16;19,88;3;
21708;14786;7;24.61;27.70;3;sensorB
21709;15658;6;16,70;17,25;3;sensorB
21710;27536;5;31.87;16.49;2;sensorB
21711;29781;8;18.77;18.23;3;sensorB
21712;16816;8;31,49;17,91;2;sensorA
21713;12175;7;11.56;24.53;4;sensorB
21714;19127;6;9,68;16.29;4;sensorB
21715;27415;7;27,75;14.08;2;sensorB
21716;12289;10;13.68;18.71;4;sensorA
21717;21912;5;22,15;18.05;3;sensorB
21718;28684;8;47.35;18.46;1;sensorA
21719;14356;10;51.00;28,83;1;sensorB
21720;6975;7;24,06;18,93;3;sensorB
21721;30562;4;27.83;21,63;2;sensorA
21722;30281;1;35,79;19,79;1;
21723;19629;10;36,70;24,41;1;sensorB
21724;3594;9;30.70;25,06;2;sensorA
21725;22082;6;30.55;19,99;2;
21726;33439;7;19.08;15,50;3;sensorB
21727;33383;1;41,37;13,24;1;sensorB
21728;19555;2;25.42;17.18;2;sensorB
21729;3254;6;36,62;17.46;1;sensorA
21730;14256;2;999.00;18,63;4;sensorB
21731;34271;8;24.00;13,70;9;sensorA
21732;31641;8;38.56;11,20;1;sensorB
21733;21049;6;17,45;21,33;3;sensorB
21734;25694;9;12,86;20.57;4;
21735;15164;1;33,99;11,77;2;sensorA
21736;22913;7;25.39;20,62;2;sensorB
21737;19228;10;22,90;12.09;3;sensorA
21738;4105;10;15,47;14.92;3;sensorA
21739;26783;8;18.29;21,92;3;sensorB
21740;25636;3;20,89;26,72;3;sensorB
21741;18249;6;34,78;19,27;2;sensorB
21742;32755;3;13,74;16,23;4;sensorB
21743;28853;5;37.55;14,16;1;sensorA
21744;8164;7;14,81;14.50;4;sensorA
21745;19634;7;38,84;15.74;1;
21746;31585;9;29,74;28.35;2;sensorB
21747;4120;6;21,44;30.18;3;sensorA
21748;21276;8;40,77;29.94;1;sensorB
21749;9080;7;27,64;16.79;2;
21750;4893;9;18.09;-5.00;3;sensorA
21751;31574;9;40,44;19.74;1;sensorA
