survey_id|time_id|zone_id|mode|stress_1_5|satisfaction_1_5|commentaire
6287|9099|8|bus|2|2|« Pas d'info »
6288|32030|6|métro|3|3|Insécurité ressentie la nuit
6289|14441|3|bus|3|4|Service interrompu
6290|23758|3|bus|1|2|
6291|3646|1|tram|3|2|Insécurité ressentie la nuit
6292|15871|2|voiture|3|2|Service interrompu
6293|24845|6|métro|1|2|
6294|15719|4|voiture|2|3|Service interrompu
6295|14071|6|bus|3|3|RAS
6296|8552|1|bus|3|3|
6297|24585|10|vélo|2|3|Retard > 30min!!!
6298|29829|3|tram||3|Service interrompu
6299|28460|5|vélo|4|3|Retard > 30min!!!
6300|17293|5|bus|3|2|Retard > 30min!!!
6301|24274|6|bus|3|5|Bus bondé...
6302|25297|1|bus|1|4|
6303|24841|8|métro|3|2|Correspondance ratée
6304|31126|8|métro|4|2|« Pas d'info »
6305|3349|3|bus|3|3|Correspondance ratée
6306|5719|5|voiture|2|3|Service interrompu
6307|8669|6|bus|3|1|👍
6308|5498|7|voiture|2|3|"Trop de retard 😡|extra"
6309|3570|7|métro|3|2|Correspondance ratée
6310|30995|5|tram|1|2|Trop de retard 😡
6311|22506|9|vélo|2|3|Service interrompu
6312|11717|5|bus|3|3|Bus bondé...
6313|31753|5|voiture|3|2|Insécurité ressentie la nuit
6314|5457|7|voiture|3|2|RAS
6315|28513|10|métro|2|2|Null
6316|30178|7|bus|5|5|Trajet OK
6317|31695|2|métro|1|3|Clim en panne
6318|12996|2|bus|3|1|Service interrompu
6319|29505|4|bus|3|2|Trajet OK
6320|10863|4|bus|3|4|Bus bondé...
6321|21655|10|métro|3|4|RAS
6322|484|9|métro|2|2|Trajet OK
6323|31352|4|bus|4|3|Trop de retard 😡
6324|34080|2|bus|2|2|Correspondance ratée
6325|21741|6|bus|3|1|👍
6326;31719;9;bus;3;1;Bus bondé...
6327|518|10|vélo|3|3|Bus bondé...
6328|7005|5|métro|2|3|« Pas d'info »
6329|16082|8|bus|3|3|Service interrompu
6330|908|4|vélo|2|3|Trajet OK
6331|28904|7|métro|5|2|Station sale
6332|2722|7|voiture|1|3|Retard > 30min!!!
6333|4116|6|métro|3|3|Correspondance ratée
6334|13246|8|voiture|3|1|Trop de retard 😡
6335|30659|8|bus|3|3|Insécurité ressentie la nuit
6336|29879|3|voiture|4|3|👍
6337|34593|7|bus|2|1|RAS
6338|24201|9|tram|2|2|RAS
6339|20192|9|bus|2|2|Retard > 30min!!!
6340|1264|2|bus|1|1|RAS
6341|21940|2|métro|1|2|👍
6342|2793|3|bus|4|1|« Pas d'info »
6343|12654|1|métro|5|3|Null
6344|20514|2|tram|2|4|Null
6345|726|6|bus|3|1|RAS
6346|34434|9|bus|4|4|
6347|3363|4|bus|2|4|Service interrompu
6348|25532|5|métro|2|1|Service interrompu
6349|30005|7|vélo|2|4|Clim en panne
6350|2930|2|voiture|2|2|Null
6351|25326|4|vélo|3|4|Correspondance ratée
6352|33391|2|bus|2|3|Null
6353|27742|7|métro||2|Trajet OK
6354|155|1|tram|2|2|RAS
6355|1542|9|bus|3|2|Retard > 30min!!!
6356|21964|9|voiture|2|3|Bus bondé...
6357|21023|5|bus|2|2|Insécurité ressentie la nuit
6358|23975|5|bus|1|3|Bus bondé...
6359|2312|9|voiture|4|5|« Pas d'info »
6360|1443|6|voiture|2|4|Clim en panne
6361|25002|5|bus|3|2|Null
6362|3331|2|métro|3|1|Station sale
6363|13218|7|métro|3|3|Station sale
6364|3293|3|tram|2|1|RAS
6365|16641|8|voiture|3|4|Null
6366|5562|8|métro|2|1|Clim en panne
6367|30883|7|bus|2|1|Station sale
6368|7198|3|tram|3|1|Trajet OK
6369|13680|1|tram|3|1|Null
6370|6650|3|bus|2|3|Trop de retard 😡
6371|16158|10|bus|1|2|Bus bondé...
6372|9436|5|voiture|2|1|Trop de retard 😡
6373|20001|4|vélo|4|2|Retard > 30min!!!
6374|15943|9|tram|1|2|👍
6375|13538|1|métro|2|3|Trajet OK
6376|9311|6|bus|3|1|👍
6377|9762|2|voiture|2|2|Clim en panne
6378|8277|1|bus|1|3|Retard > 30min!!!
6379|33771|10|bus|3|3|Trop de retard 😡
6380|17772|9|tram|1|2|RAS
6381|6490|6|métro|4|3|Retard > 30min!!!
6382|9944|5|bus|2|3|Correspondance ratée
6383|22391|4|métro|4|2|Insécurité ressentie la nuit
6384|14398|4|vélo|2|2|Service interrompu
6385|29212|10|vélo|4|2|Bus bondé...
6386|30459|8|métro|1|3|Clim en panne
6387|23406|7|voiture|4|2|Bus bondé...
6388|29832|9|bus|3|3|Retard > 30min!!!
6389|2579|5|voiture|4|4|Trop de retard 😡
6390|15046|3|métro|3|3|Trop de retard 😡
6391|8475|2|métro|4|1|Insécurité ressentie la nuit
6392|11712|1|tram|3|3|Retard > 30min!!!
6393|4380|9|vélo|3|3|
6394|2082|10|métro||2|Trajet OK
6395|13637|7|métro|3|3|Bus bondé...
6396;5912;1;vélo;3;4;Null
6397|24260|4|voiture|2|1|Retard > 30min!!!
6398|6766|10|bus|4|2|
6399|649|2|métro|2|3|Clim en panne
6400|25027|6|métro|3|2|Null
6401|20283|10|tram|1|2|👍
6402|4754|10|vélo|2|1|Bus bondé...
6403|3121|4|métro|2|2|« Pas d'info »
6404|31171|4|bus|1|1|Clim en panne
6405;980;10;vélo;3;3;Bus bondé...
6406|2311|1|vélo|3|2|Correspondance ratée
6407|19848|8|vélo|4|3|👍
6408|6705|1|métro|4|3|RAS
6409|20759|9|métro|3|3|Clim en panne
6410|33224|9|voiture|3|3|RAS
6411|15659|4|métro|3|3|RAS
6412|28424|9|métro|1|3|Null
6413|928|3|voiture|2|4|👍
6414|2684|3|vélo|3|4|Service interrompu
6415|22613|8|bus|2|3|Insécurité ressentie la nuit
6416|11716|2|tram|3|3|👍
6417|9034|7|métro|1|3|Trajet OK
6418|18311|7|tram|3|3|Station sale
6419|26948|4|métro|1|2|Bus bondé...
6420|26780|3|métro|2|2|Clim en panne
6421|3566|6|bus|2|3|
6422|31120|2|tram|1|4|Bus bondé...
6423|15160|1|tram|3|3|Null
6424|12770|2|métro|3|5|Bus bondé...
6425|29959|7|voiture|3|3|Correspondance ratée
6426|11087|7|métro|3|3|
6427|8112|7|voiture|2|2|Trajet OK
6428|14692|5|voiture|4|3|Trajet OK
6429|32683|7|bus|2|2|RAS
6430|18262|10|métro|2|4|Retard > 30min!!!
6431|8197|10|voiture|3|4|Station sale
6432|18266|1|bus|1|2|Bus bondé...
6433|12803|1|vélo|1|2|Bus bondé...
6434|22125|6|métro|1|3|Service interrompu
6435|1078|5|métro|1|3|Clim en panne
6436;14431;6;métro;1;2;Service interrompu
6437|25618|3|bus|3|2|Null
6438|14524|3|bus|2|3|Trop de retard 😡
6439|16772|4|voiture|2|3|Correspondance ratée
6440|3023|8|voiture|2|3|👍
6441|22968|5|bus|1|3|Null
6442|34875|9|bus|2|2|Station sale
6443|8710|3|métro|2|3|Retard > 30min!!!
6444|14502|7|bus|2|2|Correspondance ratée
6445|9587|10|voiture|3|2|Trop de retard 😡
6446|23626|7|métro|4|3|Trop de retard 😡
6447|21631|8|tram|3|2|« Pas d'info »
6448|12671|1|bus|3|2|Retard > 30min!!!
6449|8916|6|voiture|2|3|Bus bondé...
6450|25643|8|bus|3|1|« Pas d'info »
6451|28816|4|voiture|4|2|Bus bondé...
6452|18877|3|bus|3|1|Trop de retard 😡
6453|4211|4|tram|3|2|👍
6454|29976|8|bus|4|3|Service interrompu
6455|30089|9|tram|1|3|Clim en panne
6456|1684|6|voiture|2|1|Clim en panne
6457|21095|5|voiture|3|2|Station sale
6458|13318|7|bus|4|5|Service interrompu
6459|23429|10|bus|3|1|👍
6460|13701|3|voiture|4|5|« Pas d'info »
6461|34711|7|tram|3|4|Retard > 30min!!!
6462|7899|2|métro|3|3|Correspondance ratée
6463|23801|9|métro|4|2|Null
6464|6102|9|métro||2|Clim en panne
6465|17449|9|bus|3|2|Station sale
6466|27269|1|vélo|3|3|"Insécurité ressentie la nuit|extra"
6467;30016;2;métro;3;3;Null
6468|31872|999|bus|3|2|👍
6469|8480|4|bus|2|2|Correspondance ratée
6470|4644|5|bus|2|2|Null
6471|12385|10|vélo|2|1|Clim en panne
6472|21152|10|bus|2|1|RAS
6473|32364|2|bus|1|3|"Clim en panne|extra"
6474|25796|2|voiture|2|3|Service interrompu
6475|22091|3|métro|2|3|Bus bondé...
6476;24656;4;vélo;3;3;« Pas d'info »
6477|12610|10|métro|3|3|
6478|25137|5|vélo|2|3|Station sale
6479|105|8|voiture|5|2|Service interrompu
6480|22257|1|bus|3|2|Correspondance ratée
6481|25274|8|tram|4|1|👍
6482|21898|2|vélo|4|1|Null
6483|24902|5|métro|3|2|« Pas d'info »
6484|19826|10|voiture|1|1|Bus bondé...
6485|21126|9|tram|2|4|Station sale
6486|13222|2|métro|3|3|
6487|30201|5|métro|3|5|
6488|32430|10|bus|2|2|Trajet OK
6489|27307|6|voiture|4|2|Correspondance ratée
6490|17401|6|vélo|2|4|Correspondance ratée
6491|14996|4|vélo|3|3|Null
6492|29275|4|tram||2|« Pas d'info »
6493|34345|2|vélo|4|4|Insécurité ressentie la nuit
6494|23868|2|bus|2|4|« Pas d'info »
6495|22118|1|tram|5|1|Retard > 30min!!!
6496|6471|4|métro|2|3|Bus bondé...
6497|9957|8|bus|3|2|« Pas d'info »
6498|34688|2|tram|1|2|Clim en panne
6499|7417|1|métro|2|4|Null
6500|7731|1|voiture|2|2|Insécurité ressentie la nuit
6501;27887;5;tram;2;2;RAS
6502|4739|4|métro|3|2|
6503|4735|3|métro|3|1|Trajet OK
6504|28026|2|vélo|3|4|Retard > 30min!!!
6505;25429;9;bus;2;3;Null
6506|7598|9|bus|3|2|Trop de retard 😡
6507|26642|6|métro|2|1|Retard > 30min!!!
6508|18435|10|voiture|1|1|Service interrompu
6509|14177|5|bus|3|3|RAS
6510|10771|1|métro|2|4|Station sale
6511|846|2|métro||3|RAS
6512|7719|2|métro|4|1|Correspondance ratée
6513|162|2|voiture|3|2|Service interrompu
6514|15078|10|bus|2|2|
6515|33954|5|vélo|4|1|Clim en panne
6516|24097|10|métro|1|2|« Pas d'info »
6517|8381|2|métro|2|3|Null
6518|11576|3|voiture|2|2|Null
6519|8664|6|bus|2|3|RAS
6520|33934|2|bus|1|2|"« Pas d'info »|extra"
6521|19591|3|voiture|3|1|Service interrompu
6522|18467|9|métro|2|3|Service interrompu
6523|33577|9|voiture|3|2|Trajet OK
6524|25522|2|voiture|2|2|👍
6525|5247|7|métro|2|3|Retard > 30min!!!
6526;923;10;bus;2;3;Null
6527|27261|1|métro|2|4|Correspondance ratée
6528|24661|10|métro|3|3|Retard > 30min!!!
6529|22288|1|métro|3|3|Service interrompu
6530|24437|10|bus|3|3|Trajet OK
6531|9274|8|vélo|3|2|RAS
6532|19662|2|voiture|3|4|
6533|19300|6|voiture|2|4|RAS
6534|20738|1|voiture|3|3|Trajet OK
6535|13482|8|bus|3|2|Clim en panne
6536|26868|9|bus|3|3|Null
6537|29765|8|bus|3|2|Trop de retard 😡
6538|15846|9|métro|2|5|Clim en panne
6539|22514|3|vélo|4|3|RAS
6540|16475|9|bus|2|2|👍
6541|23408|9|métro||2|Retard > 30min!!!
6542|1564|4|bus|4|1|Bus bondé...
6543|15157|3|vélo|2|5|Insécurité ressentie la nuit
6544|27228|3|tram|3|2|Null
6545|1620|3|métro|1|3|Insécurité ressentie la nuit
6546|11692|6|voiture|1|2|👍
6547|891|5|tram|2|2|Bus bondé...
6548|30693|9|bus|2|3|« Pas d'info »
6549|22023|2|voiture|1|4|👍
6550|7082|5|vélo|4|3|Trajet OK
6551|8578|9|bus|4|1|Bus bondé...
6552|1277|3|bus|2|3|Service interrompu
6553|16945|4|métro|3|3|Null
6554|19329|3|bus|2|5|
6555|11179|3|bus|2|2|Trajet OK
6556|1426|5|métro|3|4|« Pas d'info »
6557|14597|9|voiture|1|3|Insécurité ressentie la nuit
6558|159|9|vélo|2|2|
6559|12368|9|bus|2|2|
6560|26131|7|bus|3|2|Service interrompu
6561|27793|9|voiture|3|1|Station sale
6562|27842|4|tram|3|4|Insécurité ressentie la nuit
6563|20418|2|métro|2|3|Bus bondé...
6564|15204|1|métro||4|Trajet OK
6565|15853|10|métro|3|3|RAS
6566|30060|7|bus|4|1|RAS
6567|33708|10|tram|3|2|Insécurité ressentie la nuit
6568|25997|8|bus|1|1|Bus bondé...
6569|12787|3|métro|3|2|Correspondance ratée
6570|11081|6|bus|4|3|« Pas d'info »
6571|11053|1|vélo|1|1|« Pas d'info »
6572|15044|9|voiture|2|4|Bus bondé...
6573|20338|1|vélo|1|2|Station sale
6574|17687|6|tram|5|1|Bus bondé...
6575|7692|10|bus|4|2|Correspondance ratée
6576|500|4|métro|3|2|👍
6577|15613|4|métro|2|1|Retard > 30min!!!
6578|23769|8|vélo|2|5|« Pas d'info »
6579|5806|3|bus|2|3|Trajet OK
6580|23788|7|voiture|5|1|Trop de retard 😡
6581|9429|7|métro|3|2|👍
6582|28958|1|tram|4|3|Null
6583|20707|4|bus|3|2|RAS
6584|28470|10|métro|3|3|Service interrompu
6585|9120|1|vélo|3|4|Retard > 30min!!!
6586|29057|1|voiture|3|5|Retard > 30min!!!
6587|24678|4|métro|2|4|Trajet OK
6588|10156|7|bus|2|2|Clim en panne
6589|5280|5|tram|1|2|RAS
6590|32068|8|tram|3|3|Service interrompu
6591|7259|6|voiture|2|2|
6592|14277|10|voiture|2|3|Service interrompu
6593|4171|7|métro|2|1|RAS
6594|14551|5|métro|3|3|👍
6595|7513|6|vélo|3|1|Clim en panne
6596|22738|10|bus|3|3|Clim en panne
6597|15123|7|vélo||3|
6598|1057|6|vélo|2|3|Service interrompu
6599|7569|4|voiture||2|Correspondance ratée
6600|31046|6|métro|5|2|RAS
6601|21070|4|vélo|3|2|Trop de retard 😡
6602|3477|1|métro|2|3|Insécurité ressentie la nuit
6603|34451|8|vélo|1|4|Station sale
6604|32082|4|bus|2|3|Service interrompu
6605|6528|3|bus|2|2|Retard > 30min!!!
6606|33969|9|métro|3|2|Retard > 30min!!!
6607|33206|10|métro|3|3|Retard > 30min!!!
6608|27187|4|bus|2|3|Trop de retard 😡
6609|9106|8|vélo|1|5|Retard > 30min!!!
6610|31886|1|métro|1|4|
6611|34462|7|vélo|1|3|« Pas d'info »
6612|28973|1|vélo|1|3|
6613|18495|3|bus|1|2|Correspondance ratée
6614|5156|8|métro|4|2|Null
6615|32094|7|voiture|2|3|Clim en panne
6616|22586|6|métro|3|3|Correspondance ratée
6617|409|10|vélo|2|2|👍
6618|24765|3|voiture|2|2|Trajet OK
6619|24933|7|métro|3|5|RAS
6620|13402|9|tram|3|5|Bus bondé...
6621|27153|6|métro|2|3|Trop de retard 😡
6622|16458|2|voiture|3|1|Trop de retard 😡
6623|21700|3|tram|2|2|Trajet OK
6624|9175|1|tram|3|1|Retard > 30min!!!
6625|24703|2|voiture|2|1|RAS
6626|586|2|bus|2|5|Insécurité ressentie la nuit
6627|8527|7|métro|2|3|
6628|24781|5|bus|4|4|👍
6629|18507|2|bus|4|2|Clim en panne
6630|8131|1|métro|3|1|Trajet OK
6631|10223|8|bus|4|3|Retard > 30min!!!
6632|16424|7|voiture|4|2|Station sale
6633|19773|6|métro|2|5|« Pas d'info »
6634|34153|2|bus|3|3|👍
6635|24797|7|bus|3|2|Trajet OK
6636|11134|5|métro|3|3|Station sale
6637|22742|5|métro|3|2|Bus bondé...
6638|17546|1|voiture|4|1|Trop de retard 😡
6639|1183|6|métro|4|3|Service interrompu
6640|15012|1|métro|5|4|Correspondance ratée
6641|28942|4|bus|3|3|Station sale
6642|9177|4|bus|3|3|"RAS|extra"
6643|24129|5|tram|1|3|Clim en panne
6644|33950|2|voiture|5|2|Insécurité ressentie la nuit
6645|24728|4|métro|2|3|« Pas d'info »
6646|32682|8|métro|1|3|Retard > 30min!!!
6647|12065|6|bus|2|2|Bus bondé...
6648|18687|4|bus|2|1|Service interrompu
6649|6453|4|vélo|2|4|Clim en panne
6650|17688|3|tram|2|3|Null
6651|27066|5|métro|3|3|Retard > 30min!!!
6652|23019|9|vélo|3|3|Bus bondé...
6653|22290|1|métro|3|2|Clim en panne
6654|11917|10|vélo|4|4|Trajet OK
6655|10225|10|bus|2|2|Clim en panne
6656|3511|3|bus|2|2|
6657|13073|10|bus|4|3|Retard > 30min!!!
6658|913|9|bus|2|3|Correspondance ratée
6659|3121|6|tram|3|3|Null
6660|17348|7|tram|4|3|"|extra"
6661|33308|5|vélo|4|3|Correspondance ratée
6662|30802|8|métro|3|2|Service interrompu
6663|22987|3|métro|5|3|
6664|11146|5|bus|4|3|Station sale
6665|27279|6|bus|2|2|Clim en panne
6666|18246|3|voiture|3|3|Clim en panne
6667|4242|10|voiture|3|2|Station sale
6668|11509|4|métro|1|3|Insécurité ressentie la nuit
6669|24278|2|voiture|4|2|Insécurité ressentie la nuit
6670|14893|1|bus|1|3|Insécurité ressentie la nuit
6671|20479|9|bus|2|2|👍
6672|23348|3|bus|2|3|« Pas d'info »
6673|30228|8|bus|1|2|Bus bondé...
6674|22892|8|voiture|2|2|"Service interrompu|extra"
6675|25880|10|métro|2|3|Trajet OK
6676|13576|3|métro|3|3|👍
6677|9067|5|métro|2|4|Clim en panne
6678|21288|4|bus|3|4|Trop de retard 😡
6679|30653|2|bus|1|2|Station sale
6680|15956|7|vélo|2|1|Trajet OK
6681|21163|10|voiture|3|3|« Pas d'info »
6682|32300|5|vélo|3|4|Correspondance ratée
6683|31211|7|métro|2|2|"Correspondance ratée|extra"
6684|4968|3|bus|1|4|« Pas d'info »
6685|20523|9|métro|2|4|Clim en panne
6686|8625|4|métro|2|3|Station sale
6687|15677|2|bus|2|3|Trajet OK
6688|269|9|bus|3|4|Bus bondé...
6689|29285|3|bus|2|3|Service interrompu
6690|23571|1|voiture|3|2|Retard > 30min!!!
6691|18371|6|bus|2|1|Trajet OK
6692|29432|1|bus|4|3|Retard > 30min!!!
6693|1709|9|voiture|3|2|Trop de retard 😡
6694|21046|2|voiture|1|3|Service interrompu
6695|28980|5|tram|4|1|👍
6696|32568|8|métro|2|3|
6697|10555|9|tram|2|2|« Pas d'info »
6698|3941|4|vélo|3|2|Correspondance ratée
6699|4034|7|bus|4|4|Correspondance ratée
6700|6219|5|voiture|2|3|Trajet OK
6701|4077|5|vélo|1|1|Station sale
6702|23399|3|bus|4|3|Clim en panne
6703|347|3|voiture|5|3|Retard > 30min!!!
6704|32144|8|métro|3|5|Correspondance ratée
6705|34664|6|bus|2|2|RAS
6706|21341|1|métro|1|3|Correspondance ratée
6707|14094|6|voiture|3|2|Null
6708|33704|5|métro|3|2|Station sale
6709|11032|1|voiture|3|3|« Pas d'info »
6710|21680|3|bus||1|Retard > 30min!!!
6711|13351|4|bus|1|1|Station sale
6712;17353;2;tram;2;2;Trajet OK
6713|23644|7|métro|1|5|Bus bondé...
6714|6019|3|vélo|3|3|Correspondance ratée
6715;12088;6;voiture;2;3;Null
6716|2944|2|bus||2|Retard > 30min!!!
6717|21309|3|tram|2|4|Trop de retard 😡
6718|11801|3|tram|2|3|Trop de retard 😡
6719|9712|7|vélo|4|3|Trajet OK
6720|19095|5|bus|3|3|Trajet OK
6721|7989|9|métro|2|4|Correspondance ratée
6722|17692|1|voiture|2|3|Station sale
6723;5220;10;bus;3;2;Service interrompu
6724|23208|9|métro|3|4|Null
6725|4162|9|voiture|1|2|👍
6726|6327|9|bus|3|3|Trajet OK
6727|24001|3|tram|4|1|Retard > 30min!!!
6728|29368|6|métro|3|3|Bus bondé...
6729|19014|6|métro|3|4|Insécurité ressentie la nuit
6730|20247|3|voiture|3|3|Correspondance ratée
6731|27691|3|métro|2|2|Bus bondé...
6732|23435|2|métro|1|3|👍
6733|28498|6|métro|1|3|Retard > 30min!!!
6734|32825|7|voiture|2|2|Trop de retard 😡
6735|11971|7|métro|4|2|Trop de retard 😡
6736|17258|6|bus|1|3|Station sale
6737|24820|2|voiture|2|2|Retard > 30min!!!
6738|29004|9|tram|2|2|Station sale
6739|170|10|métro|3|2|👍
6740|4671|3|métro|3|2|Insécurité ressentie la nuit
6741|10595|7|bus|2|2|Service interrompu
6742|21261|10|bus|3|3|
6743|27578|4|tram|2|3|Clim en panne
6744|17056|10|vélo|4|2|Retard > 30min!!!
6745|31636|3|bus|1|1|Trajet OK
6746|23765|6|bus|1|3|👍
6747|5009|2|bus|4|1|Clim en panne
6748|23847|1|bus|3|3|👍
6749|17577|8|métro||4|Service interrompu
6750|22777|7|métro|2|2|Station sale
6751|14812|3|bus|3|2|Trop de retard 😡
6752|7953|8|vélo|3|4|Correspondance ratée
6753|33173|6|métro|3|2|Trop de retard 😡
6754|9072|7|tram|3|4|Insécurité ressentie la nuit
6755|13311|8|bus|3|2|« Pas d'info »
6756|27441|5|métro|2|2|Retard > 30min!!!
6757|1554|3|voiture|2|4|Null
6758|20297|7|bus|3|1|Service interrompu
6759|29921|5|bus|3|4|« Pas d'info »
6760|29029|7|tram|1|2|« Pas d'info »
6761|25085|2|métro|1|2|👍
6762|2248|5|bus|3|2|Trajet OK
6763|13582|9|voiture|2|1|RAS
6764|18060|4|tram|3|1|Correspondance ratée
6765|8104|8|métro|2|4|Station sale
6766|536|1|voiture|3|2|Station sale
6767|23925|2|bus|3|4|Insécurité ressentie la nuit
6768|12560|10|bus|2|5|Correspondance ratée
6769|15817|5|vélo|1|2|Null
6770|28053|1|métro|1|2|
6771|5512|3|métro|1|3|Clim en panne
6772|11903|7|voiture|2|3|Clim en panne
6773|29403|1|tram|2|4|Station sale
6774|10640|4|voiture|1|3|
6775|34487|2|vélo|2|2|Bus bondé...
6776|4168|10|métro|1|4|Station sale
6777|34927|3|tram|4|3|« Pas d'info »
6778|10434|10|métro|2|5|RAS
6779|17337|4|bus|2|2|Insécurité ressentie la nuit
6780|22186|5|tram|3|3|Service interrompu
6781|21770|1|vélo|1|3|Clim en panne
6782;29237;4;tram;2;3;👍
6783|17062|10|métro|2|2|Clim en panne
6784|27964|3|vélo|2|3|
6785|31083|6|voiture|3|1|Correspondance ratée
6786|4410|1|tram|2|4|Bus bondé...
6787|27843|10|bus|2|4|Station sale
6788|22427|3|bus|3|3|Bus bondé...
6789;7006;1;tram;4;4;Correspondance ratée
6790|3896|7|tram|2|3|Clim en panne
6791|26424|5|métro|2|3|Null
6792|26331|7|bus|3|1|« Pas d'info »
6793|5921|7|voiture|2|2|
6794|4438|10|vélo|2|2|Clim en panne
6795|19248|7|voiture|4|3|Service interrompu
6796|10147|1|tram|3|2|Bus bondé...
6797|4589|10|voiture|1|1|Trajet OK
6798|27458|8|voiture|2|2|Insécurité ressentie la nuit
6799|28110|4|tram|5|3|
6800|29241|4|voiture|3|1|Station sale
6801|34911|9|métro|4|2|Trop de retard 😡
6802|32657|5|tram|2|2|Station sale
6803|20533|7|bus|2|2|Trop de retard 😡
6804;7014;1;voiture;2;2;Retard > 30min!!!
6805|5810|10|voiture|1|3|Retard > 30min!!!
6806|14801|8|métro|2|2|RAS
6807|12883|10|voiture|3|2|
6808|34185|3|bus|2|4|Insécurité ressentie la nuit
6809|20771|1|bus|1|2|
6810|3758|3|bus|2|2|Station sale
6811|11927|1|bus|2|2|
6812|541|3|tram|3|3|Service interrompu
6813|10526|5|tram|5|1|« Pas d'info »
6814|4570|6|métro|1|2|Trop de retard 😡
6815|10814|4|métro|1|1|Bus bondé...
6816|31919|4|bus|2|3|RAS
6817|5310|8|bus|2|2|
6818|18774|9|voiture|4|3|RAS
6819|26554|7|tram|4|1|Trop de retard 😡
6820|26957|9|tram|4|3|Retard > 30min!!!
6821|20817|2|bus|2|2|👍
6822|22042|6|bus|2|3|👍
6823|31964|2|voiture|1|3|Correspondance ratée
6824|9869|8|voiture|4|2|Bus bondé...
6825|1211|6|tram|3|3|Insécurité ressentie la nuit
6826|34589|6|tram|4|3|Trop de retard 😡
6827|26649|3|bus|1|3|
6828|866|8|métro|3|2|Station sale
6829|34012|5|voiture|2|3|Null
6830|34029|5|voiture|2|1|Retard > 30min!!!
6831|2792|2|voiture|3|3|Clim en panne
6832;6428;7;voiture;2;3;Retard > 30min!!!
6833|9739|2|tram|1|1|Insécurité ressentie la nuit
6834|33617|10|voiture|2|3|RAS
6835|31473|8|métro|2|2|Null
6836|12870|7|voiture|4|2|Correspondance ratée
6837|33162|1|bus|3|2|Trop de retard 😡
6838|31027|10|bus|3|2|Trop de retard 😡
6839|9868|6|bus|3|4|Service interrompu
6840|4029|6|métro|4|3|Station sale
6841|12620|1|métro|1|2|Retard > 30min!!!
6842|10807|2|bus|1|3|Clim en panne
6843|20929|1|métro|2|4|RAS
6844|30877|10|métro|3|2|"Correspondance ratée|extra"
6845|27201|9|métro|1|2|
6846|33557|4|voiture|3|3|Clim en panne
6847|16983|9|bus|2|2|Retard > 30min!!!
6848|32334|2|métro|2|2|"« Pas d'info »|extra"
6849|6758|5|métro|4|2|Trajet OK
6850|10682|10|bus|3|1|Trop de retard 😡
6851|5431|9|voiture|2|4|Service interrompu
6852|32666|5|bus|2|3|
6853|24093|1|métro|3|4|Null
6854|19320|9|voiture|2|2|Station sale
6855|5675|9|bus|2|3|Trajet OK
6856|22975|4|métro|1|3|« Pas d'info »
6857|34068|8|voiture|2|4|Null
6858|13321|7|métro|1|2|« Pas d'info »
6859|2871|9|métro|4|2|RAS
6860|33623|1|tram|4|3|« Pas d'info »
6861|22786|5|bus|2|2|Station sale
6862|15613|10|tram|3|3|Retard > 30min!!!
6863|29571|3|tram|2|2|Service interrompu
6864|16621|3|bus|1|2|Retard > 30min!!!
6865|25567|9|bus|2|2|Bus bondé...
6866|27271|7|voiture|3|2|👍
6867|9122|7|voiture|4|3|« Pas d'info »
6868|16123|5|vélo|1|2|Retard > 30min!!!
6869|18253|9|bus|2|3|Insécurité ressentie la nuit
6870|34210|3|bus|1|4|👍
6871|14113|9|bus|2|1|Station sale
6872|29587|3|voiture|2|2|Null
6873|9721|4|bus|1|3|« Pas d'info »
6874|33307|2|bus|2|3|Trop de retard 😡
6875|2619|5|bus|1|2|Insécurité ressentie la nuit
6876|20750|8|bus|1|3|Bus bondé...
6877|7389|10|tram|1|3|Retard > 30min!!!
6878|28933|4|bus|3|2|Correspondance ratée
6879|23054|5|métro|2|2|Station sale
6880|3764|4|bus|1|4|Station sale
6881|20199|10|vélo|4|3|« Pas d'info »
6882|11333|3|métro|5|3|Trop de retard 😡
6883|12782|4|bus|1|3|« Pas d'info »
6884|9604|10|métro|3|3|Retard > 30min!!!
6885|1416|7|bus|3|3|Bus bondé...
6886|158|5|voiture|3|3|Station sale
6887|10117|1|vélo|3|1|Retard > 30min!!!
6888|16296|5|métro|5|1|Service interrompu
6889|31902|9|bus|1|4|👍
6890|27275|9|voiture|3|4|Insécurité ressentie la nuit
6891|5739|9|voiture|2|4|RAS
6892|6881|5|tram|3|3|Trop de retard 😡
6893|31878|7|tram|3|2|Clim en panne
6894|17765|9|bus|3|3|
6895|22142|10|bus|2|5|Correspondance ratée
6896|3740|8|voiture|1|3|Station sale
6897|690|2|métro|2|2|Insécurité ressentie la nuit
6898|13658|2|bus|2|3|Clim en panne
6899|33154|6|voiture|4|3|Retard > 30min!!!
6900|10015|5|voiture|4|3|Null
6901|30873|5|tram|4|2|Clim en panne
6902|22546|8|bus|1|2|RAS
6903|33970|1|métro|3|2|Insécurité ressentie la nuit
6904|13950|4|tram|4|3|Station sale
6905|33828|4|métro|3|2|Bus bondé...
6906|29194|4|voiture|3|2|Trop de retard 😡
6907|24942|4|bus|3|3|Null
6908|2951|10|tram|2|4|👍
6909|14537|8|voiture|1|2|« Pas d'info »
6910|10646|8|métro|3|2|Station sale
6911|9861|2|tram|2|2|Null
