event_id,time_id,line_id,stop_id,heure_theorique,heure_reelle,retard_s,annule,charge_estimee,vehicle_id
780,26059.0,5,S1009,18:00:00,18:09:10,550.0,0,18,
781,22805.0,3,S1064,04:00:00,04:02:13,133.0,0,57,
782,13667.0,14,S1171,10:00:00,09:58:09,-111.0,0,0,V00827
783,30570.0,1,S1093,17:00:00,16:55:52,-248.0,0,24,V00378
784,6319.0,8,S1150,06:00:00,05:57:38,-142.0,0,45,V00080
785,35023.0,2,S1116,06:00:00,06:00:16,16.0,0,8,
786,22578.0,4,S1072,17:00:00,17:07:59,479.0,0,39,V00701
787,1925.0,13,S1064,04:00:00,04:06:43,403.0,0,33,
788,11960.0,13,S1147,07:00:00,06:56:32,-208.0,0,52,
789,8954.0,7,S1119,01:00:00,00:59:46,-14.0,0,30,V00203
790,33293.0,14,S1158,04:00:00,04:01:59,119.0,0,29,V00205
791,23166.0,12,S1023,05:00:00,05h02,137.0,0,54,
792,21997.0,12,S1013,12:00:00,12:05:31,331.0,0,44,V00844
793,276.0,15,S1082,11:00:00,11:00:00,0.0,0,37,V00487
794,30101.0,8,S1008,04:00:00,03:57:14,-166.0,0,56,
795,5438.0,13,S1073,13:00:00,12:56:54,-186.0,0,40,V00263
796,32589.0,1,S1126,20:00:00,20:08:59,539.0,0,32,
797,3256.0,4,S1107,15:00:00,15:07:44,464.0,0,8,V00183
798,12767.0,11,S1112,22:00:00,21:58:51,-69.0,0,81,
799,6784.0,5,S1116,15:00:00,14:56:46,-194.0,0,49,V00732
800,14222.0,12,S1150,13:00:00,12:58:32,-88.0,0,39,V00012
801;18138.0;2;S1032;17:00:00;16:56:38;-202.0;0;39;
802,1566.0,9,S1159,05:00:00,05:01:35,95.0,0,29,
803,8816.0,11,S1019,07:00:00,07:02:20,140.0,0,52,
804,3221.0,3,S1090,04:00:00,04:03:37,217.0,0,14,V00774
805,26059.0,5,S1045,18:00:00,18:03:27,207.0,0,61,
806,33493.0,5,S1076,12:00:00,12:00:52,52.0,0,54,
807,28082.0,5,S1039,01:00:00,01:01:44,104.0,0,25,
808,19173.0,1,S1076,20:00:00,19:57:52,-128.0,0,0,V00484
809,17564.0,13,S1158,19:00:00,19:01:33,93.0,0,59,V00548
810,7455.0,10,S1012,14:00:00,14:05:09,309.0,0,68,
811,19709.0,5,S1151,04:00:00,04:00:54,54.0,0,4,V00732
812,31233.0,13,S1144,08:00:00,07h53,-375.0,0,36,
813,33359.0,10,S1037,22:00:00,22h04,256.0,0,29,V00038
814,19367.0,13,S1015,22:00:00,22:04:17,257.0,0,37,
815,33881.0,15,S1121,16:00:00,16:03:58,238.0,0,31,V00184
816,876.0,8,S1131,11:00:00,11:00:48,48.0,0,26,
817,8871.0,10,S1071,14:00:00,14:03:16,196.0,0,89,
818,1576.0,12,S1083,15:00:00,14:59:43,-17.0,0,31,
819,4477.0,3,S1090,12:00:00,11:56:51,-189.0,0,25,V00232
820,17663.0,1,S1100,22:00:00,21:57:23,-157.0,0,60,
821,5018.0,3,S1013,01:00:00,00:58:52,-68.0,0,34,
822,17320.0,2,S1027,15:00:00,15:08:15,495.0,0,63,V00279
823,9772.0,10,S1123,03:00:00,02h56,-194.0,0,48,V00798
824,19993.0,9,S1025,00h00,00:00:39,39.0,0,30,V00355
825,34720.0,14,S1041,15:00:00,14:58:42,-78.0,0,35,
826,9118.0,5,S1102,21:00:00,20h57,-156.0,0,30,V00553
827,18257.0,11,S1004,16:00:00,16:05:00,300.0,0,54,V00715
828,5179.0,9,S1034,18:00:00,18:06:01,361.0,0,25,V00533
829,8465.0,11,S1017,16:00:00,16:04:04,244.0,0,28,
830,31898.0,1,S1164,01:00:00,00:51:03,-537.0,0,58,V00513
831,26121.0,2,S1053,08:00:00,08:07:52,472.0,0,44,
832,2557.0,8,S1032,12:00:00,12:08:25,505.0,0,43,
833,33221.0,5,S1037,04:00:00,04:00:56,56.0,0,60,V00630
834,27402.0,3,S1057,17:00:00,16:57:09,-171.0,0,64,
835,4367.0,3,S1157,22:00:00,22:05:26,326.0,0,21,V00775
836,26402.0,15,S1057,01:00:00,,nan,1,38,V00164
837,21503.0,8,S1062,22:00:00,22:05:27,327.0,0,29,
838,3546.0,15,S1011,17:00:00,17:01:34,94.0,0,43,
839,25593.0,15,S1009,08:00:00,08:08:42,522.0,0,23,
840,21145.0,13,S1111,00:00:00,00:10:34,634.0,0,52,
841,15993.0,2,S1005,08:00:00,08:04:41,281.0,0,46,
842,18992.0,5,S1002,07:00:00,06:54:11,-349.0,0,23,
843,22423.0,4,S1036,06:00:00,06:05:26,326.0,0,75,V00403
844,1861.0,5,S1043,12h00,12:07:15,435.0,0,93,V00870
845,9823.0,11,S1099,06:00:00,06:03:45,225.0,0,35,V00811
846,29441.0,2,S1108,16:00:00,16:09:19,559.0,0,21,
847,18512.0,12,S1137,07:00:00,06:57:58,-122.0,0,27,
848,19196.0,7,S1173,19:00:00,,nan,1,43,,"note multi
ligne"
849,24782.0,8,S1106,13:00:00,12:59:12,-48.0,0,90,
850,31756.0,8,S1051,03:00:00,03:04:55,295.0,0,3,V00717
851;749.0;11;S1091;04:00:00;03:55:37;-263.0;0;27;V00230
852,6882.0,3,S1105,17:00:00,17:01:48,108.0,0,29,
853,14562.0,7,S1140,17:00:00,17:02:28,148.0,0,24,
854,32688.0,4,S1119,23:00:00,23:02:23,143.0,0,57,V00090
855,27149.0,3,S1086,04:00:00,04:02:55,175.0,0,50,
856,32547.0,4,S1113,02:00:00,02h07,478.0,0,45,
857,247.0,11,S1154,06:00:00,06:04:00,240.0,0,33,
858,25945.0,12,S1070,00:00:00,00:00:26,26.0,0,34,
859,28566.0,13,S1052,05:00:00,04:54:51,-309.0,0,32,V00421
860,21572.0,15,S1178,19:00:00,18h58,-113.0,0,10,
861,534.0,5,S1047,05:00:00,05:03:26,206.0,0,52,
862,1272.0,5,S1101,23:00:00,23:04:33,273.0,0,64,V00740
863,24808.0,5,S1017,15:00:00,15:03:01,181.0,0,24,V00398
864,31682.0,4,S1056,01:00:00,00:57:44,-136.0,0,63,V00134
865,10917.0,13,S1107,20:00:00,19:56:48,-192.0,0,50,V00462
866,23532.0,3,S1092,11:00:00,11:05:13,313.0,0,35,
867,1474.0,5,S1074,09:00:00,08:58:42,-78.0,0,0,V00465
868,2186.0,12,S1160,01:00:00,01:05:53,353.0,0,67,V00202
869,31478.0,14,S1057,13:00:00,13:04:08,248.0,0,58,
870,967.0,5,S1050,06:00:00,06:00:44,44.0,0,63,V00641
871,2207.0,12,S1116,22:00:00,22:01:37,97.0,0,39,V00007
872,1374.0,5,S1127,05:00:00,05:03:55,235.0,0,37,
873,7575.0,9,S1038,14:00:00,13:55:38,-262.0,0,19,V00386
874,6195.0,15,S1100,02:00:00,02:04:39,279.0,0,65,
875,9568.0,13,S1062,15:00:00,15:00:53,53.0,0,31,V00564
876,33790.0,7,S1137,21:00:00,20:59:47,-13.0,0,0,
877,10750.0,8,S1176,21:00:00,21:04:37,277.0,0,44,
878,27706.0,9,S1075,09:00:00,09h04,277.0,0,69,
879,7521.0,5,S1171,08:00:00,08:03:24,204.0,0,34,V00583
880,32339.0,5,S1015,10:00:00,09:59:31,-29.0,0,35,V00669
881,11628.0,5,S1129,11:00:00,11:03:20,200.0,0,40,
882,1653.0,11,S1008,20:00:00,20:02:17,137.0,0,40,
883,10385.0,4,S1026,16:00:00,15:58:29,-91.0,0,57,
884,8019.0,14,S1025,02:00:00,02:02:08,128.0,0,35,
885,23375.0,13,S1085,22:00:00,22:05:04,304.0,0,39,
886,11692.0,13,S1174,03:00:00,02:54:43,-317.0,0,24,
887,32913.0,5,S1145,08:00:00,07:56:39,-201.0,0,69,V00515
888,20793.0,3,S1055,08:00:00,08:05:47,347.0,0,12,V00816
889,9295.0,11,S1074,06:00:00,06:01:15,75.0,0,72,V00840
890,24481.0,8,S1007,00:00:00,23:59:25,-35.0,0,42,
891,26091.0,4,S1094,02:00:00,02:02:04,124.0,0,50,
892,10052.0,13,S1126,19:00:00,18:58:59,-61.0,0,19,
893,22244.0,5,S1136,19:00:00,19h07,442.0,0,64,
894,34623.0,2,S1151,14:00:00,14:01:30,90.0,0,38,
895,30749.0,4,S1080,04h00,03:59:11,-49.0,0,33,
896,15676.0,2,S1110,03:00:00,02:59:34,-26.0,0,48,
897,18009.0,2,S1178,08h00,08:07:39,459.0,0,38,V00352
898,33044.0,9,S1173,19:00:00,19:06:26,386.0,0,0,V00475
899,28561.0,13,S1129,00:00:00,00:09:42,582.0,0,41,V00335
900,16883.0,11,S1038,10:00:00,10:09:45,585.0,0,42,V00667
901;700.0;5;S1038;03:00:00;03:04:33;273.0;0;33;V00210
902,24405.0,2,S1107,20:00:00,19:53:33,-387.0,0,28,V00102
903,21825.0,8,S1005,08:00:00,08:06:06,366.0,0,53,V00740
904,14055.0,3,S1164,14:00:00,14:08:04,484.0,0,40,V00887
905,32241.0,7,S1156,08h00,08:03:22,202.0,0,30,
906,17842.0,15,S1109,09:00:00,08:56:53,-187.0,0,42,
907,4975.0,14,S1028,06:00:00,05:52:28,-452.0,0,40,V00838
908,34338.0,14,S1142,17:00:00,17:04:38,278.0,0,40,
909,1363.0,8,S1142,18:00:00,17:59:51,-9.0,0,45,
910,33947.0,15,S1027,10:00:00,10:01:39,99.0,0,39,
911,2026.0,8,S1104,09:00:00,08:58:27,-93.0,0,5,
912,23037.0,1,S1108,20:00:00,20:09:41,581.0,0,69,V00818
913,26909.0,4,S1138,04:00:00,04:03:48,228.0,0,22,
914,11481.0,5,S1002,08:00:00,08:03:24,204.0,0,34,
915,31168.0,2,S1122,15h00,15:04:47,287.0,0,32,
916,25164.0,8,S1102,11:00:00,10:52:55,-425.0,0,57,V00658
917,2636.0,4,S1075,19:00:00,19:01:18,78.0,0,5,
918,10770.0,2,S1117,17:00:00,17:00:17,17.0,0,57,
919,31848.0,1,S1093,23:00:00,23h07,441.0,0,64,V00735
920,8067.0,15,S1066,02:00:00,01:59:46,-14.0,0,45,
921,11080.0,4,S1051,15:00:00,15:01:20,80.0,0,60,
922,11828.0,13,S1057,19:00:00,18:56:21,-219.0,0,80,
923,13745.0,15,S1116,16:00:00,16:02:04,124.0,0,13,
924,1402.0,15,S1133,09:00:00,09:00:31,31.0,0,62,V00127
925,30526.0,11,S1047,21:00:00,21:01:48,108.0,0,57,,"note multi
ligne"
926,969.0,5,S1021,08:00:00,08:09:21,561.0,0,42,V00219
927,17959.0,11,S1076,06:00:00,05:58:19,-101.0,0,34,
928,10844.0,1,S1114,19:00:00,19:01:07,67.0,0,23,
929,34397.0,11,S1111,04:00:00,03:59:04,-56.0,0,28,V00249
930,16375.0,5,S1137,06:00:00,06:03:43,223.0,0,15,V00400
931,10551.0,10,S1089,14:00:00,13:58:39,-81.0,0,41,V00090
932,9919.0,9,S1024,06:00:00,05:59:27,-33.0,0,61,V00318
933,4849.0,10,S1104,00:00:00,23:55:13,-287.0,0,36,V00550
934,33415.0,12,S1138,06:00:00,06:06:12,372.0,0,27,V00810
935,11779.0,10,S1162,18:00:00,17:55:00,-300.0,0,9,V00329
936,27148.0,1,S1163,03:00:00,03:03:01,181.0,0,9,
937,34378.0,5,S1053,09:00:00,08h59,-12.0,0,47,V00269
938,25193.0,13,S1143,16:00:00,16:01:09,69.0,0,41,V00736
939,8498.0,5,S1013,01h00,01:02:19,139.0,0,42,
940,14664.0,4,S1092,23:00:00,23:08:26,506.0,0,17,V00877
941,5204.0,10,S1142,19:00:00,19:00:53,53.0,0,11,V00017
942,789.0,9,S1112,20:00:00,20:04:39,279.0,0,35,V00357
943,26584.0,15,S1152,15:00:00,15:06:58,418.0,0,82,V00517
944,1226.0,8,S1010,01:00:00,00:54:36,-324.0,0,56,V00085
945,28870.0,2,S1072,21:00:00,21:03:02,182.0,0,31,
946,32194.0,13,S1036,09:00:00,09:02:31,151.0,0,27,V00039
947,6885.0,10,S1067,20:00:00,20:05:33,333.0,0,31,
948,33091.0,9,S1116,18:00:00,18h05,313.0,0,17,
949,27436.0,7,S1028,03:00:00,03:02:31,151.0,0,40,V00452
950,2500.0,3,S1093,03:00:00,03:03:44,224,0,0,34,V00351
951;14458.0;14;S1019;09:00:00;09:01:19;79.0;0;71;
952,28684.0,3,S1173,03h00,03:12:34,754.0,0,60,V00564
953,5843.0,2,S1080,10:00:00,09:58:58,-62.0,0,35,V00432
954,30667.0,2,S1168,18:00:00,18:04:58,298.0,0,25,V00787
955,23819.0,12,S1074,10:00:00,10:01:28,88.0,0,42,V00282
956,33229.0,5,S1015,12:00:00,12:09:03,543.0,0,33,
957,1443.0,11,S1042,02:00:00,01:51:33,-507.0,0,61,
958,29407.0,3,S1042,06:00:00,06:05:39,339.0,0,48,
959,20147.0,15,S1049,10:00:00,10:01:25,85.0,0,16,V00500
960,23616.0,14,S1174,23:00:00,23:07:56,476.0,0,74,V00030
961,18782.0,3,S1121,13h00,,nan,1,47,
962,18360.0,13,S1124,23:00:00,22:54:56,-304.0,0,48,
963,25717.0,3,S1109,12:00:00,12:00:44,44.0,0,68,
964,19743.0,5,S1039,14:00:00,14:03:30,210.0,0,16,V00224
965,10615.0,11,S1133,06:00:00,06:09:10,550.0,0,43,
966,18734.0,4,S1130,13:00:00,12:55:27,-273.0,0,46,V00829
967,257.0,13,S1124,16:00:00,15:59:50,-10.0,0,59,V00889
968,780.0,10,S1084,11:00:00,10:59:49,-11.0,0,86,V00066
969,6873.0,13,S1039,08:00:00,08:02:49,169.0,0,43,V00440
970,20484.0,5,S1006,11:00:00,11:00:15,15.0,0,47,
971,15055.0,4,S1125,06:00:00,06:02:28,148.0,0,47,
972,4863.0,10,S1003,14:00:00,13:59:54,-6.0,0,28,V00820
973,24176.0,10,S1142,07:00:00,06:57:35,-145.0,0,56,V00036
974,16541.0,14,S1021,04:00:00,04:01:58,118.0,0,43,V00178
975,29331.0,2,S1000,02:00:00,01:58:22,-98.0,0,49,V00546
976,33990.0,3,S1161,05:00:00,04:55:52,-248.0,0,33,V00344
977,6511.0,5,S1023,06:00:00,06h01,92.0,0,19,
978,3106.0,12,S1099,09:00:00,09:00:16,16.0,0,39,
979,21352.0,10,S1013,15:00:00,15:06:19,379.0,0,16,
980,2297.0,14,S1007,16:00:00,16h01,106.0,0,9,
981,7771.0,5,S1066,18h00,17:59:46,-14.0,0,35,
982,29381.0,11,S1163,04:00:00,04:03:58,238.0,0,77,
983,11430.0,15,S1012,05:00:00,05:03:46,226.0,0,27,V00704
984,22475.0,10,S1115,10:00:00,10:12:03,723.0,0,70,V00807
985,14738.0,5,S1029,01:00:00,01:03:10,190.0,0,36,V00144
986,18081.0,13,S1035,08:00:00,08:05:35,335.0,0,22,V00482
987,33521.0,2,S1011,16h00,16:02:46,166.0,0,51,V00153
988,6633.0,12,S1166,08:00:00,08:03:56,236.0,0,45,
989,33603.0,1,S1140,02:00:00,02:03:09,189.0,0,58,
990,24835.0,11,S1061,18:00:00,17:58:19,-101.0,0,36,V00529
991,20223.0,11,S1116,14:00:00,13:57:43,-137.0,0,31,V00741
992,32228.0,7,S1170,19:00:00,18:58:31,-89.0,0,60,
993,1219.0,3,S1081,18:00:00,18:00:25,25.0,0,50,
994,32597.0,11,S1024,04:00:00,04:01:03,63.0,0,45,V00531
995,27834.0,1,S1107,17:00:00,17:05:21,321.0,0,48,
996,11087.0,12,S1009,22:00:00,21:57:49,-131.0,0,44,
997,25373.0,13,S1039,04h00,04:04:49,289.0,0,25,
998,10624.0,12,S1077,15:00:00,14:58:48,-72.0,0,53,V00861
999,2955.0,14,S1102,02:00:00,02:07:09,429.0,0,89,
1000,17973.0,1,S1120,20:00:00,20:00:35,35.0,0,72,
1001;11515.0;2;S1072;18:00:00;18:02:02;122.0;0;45;
1002,1785.0,9,S1091,08:00:00,07:58:36,-84.0,0,29,V00695,"note multi
ligne"
1003,198.0,13,S1014,05:00:00,05:03:14,194.0,0,35,
1004,431.0,12,S1102,22:00:00,22:00:45,45.0,0,70,V00706
1005,29914.0,9,S1088,09:00:00,09:01:08,68.0,0,57,V00451
1006,6191.0,1,S1082,22:00:00,21:49:46,-614.0,0,43,V00505
1007,32154.0,7,S1166,17:00:00,17:07:48,468.0,0,56,V00593
1008,7813.0,10,S1085,12:00:00,,nan,1,4,V00706
1009,21891.0,5,S1113,02:00:00,01:59:44,-16.0,0,50,
1010,23701.0,10,S1134,12:00:00,11:59:26,-34.0,0,24,V00089
1011,24685.0,1,S1057,12:00:00,11:58:17,-103.0,0,20,
1012,11474.0,2,S1120,01h00,01:04:16,256.0,0,65,V00777
1013,32787.0,12,S1101,02:00:00,02h01,65.0,0,29,
1014,12553.0,4,S1059,00:00:00,00:04:22,262.0,0,44,
1015,2464.0,13,S1064,15:00:00,,nan,1,57,V00227
1016,21174.0,5,S1020,05:00:00,05:13:49,829.0,0,31,
1017,6456.0,1,S1175,23:00:00,23:00:39,39.0,0,40,V00450
1018,21130.0,4,S1108,09:00:00,08:52:38,-442.0,0,79,V00540
1019,13149.0,4,S1122,20:00:00,20:04:35,275.0,0,43,
1020,7313.0,2,S1105,16h00,16:01:01,61.0,0,71,
1021,34555.0,4,S1124,18:00:00,18:03:02,182.0,0,79,V00573
1022,10266.0,5,S1159,17:00:00,17:00:36,36.0,0,18,V00298
1023,27119.0,13,S1042,22:00:00,21:52:06,-474.0,0,10,V00852
1024,6776.0,9,S1073,07:00:00,07:04:03,243.0,0,19,
1025,21547.0,3,S1092,18:00:00,18:05:12,312.0,0,80,
1026,21016.0,5,S1062,15:00:00,15:01:51,111.0,0,61,
1027,4242.0,8,S1149,17:00:00,16:54:38,-322.0,0,70,V00747
1028,15572.0,9,S1000,19:00:00,18:55:29,-271.0,0,48,V00576
1029,32084.0,3,S1050,19:00:00,18:58:34,-86.0,0,45,
1030,32777.0,5,S1176,16:00:00,15:58:53,-67.0,0,27,V00655
1031,10594.0,8,S1163,09:00:00,09:02:02,122.0,0,41,
1032,2702.0,8,S1125,13:00:00,12:58:02,-118.0,0,70,
1033,8877.0,14,S1126,20:00:00,20:04:08,248.0,0,33,V00169
1034,19484.0,7,S1165,19:00:00,19:08:53,533.0,0,65,V00536
1035,9154.0,5,S1025,09:00:00,09:04:22,262.0,0,64,
1036,4746.0,5,S1157,17:00:00,16:59:19,-41.0,0,33,V00527
1037,4922.0,14,S1017,01:00:00,01:05:17,317.0,0,59,
1038,28488.0,5,S1035,23:00:00,22:58:58,-62.0,0,56,
1039,33224.0,14,S1040,07:00:00,07:00:21,21.0,0,80,
1040,18431.0,9,S1106,22:00:00,22:08:29,509.0,0,42,V00864
1041,25230.0,3,S1023,05:00:00,05:07:28,448.0,0,19,
1042,34564.0,12,S1166,03:00:00,03:11:16,676.0,0,17,V00574
1043,32406.0,10,S1151,05:00:00,04:57:00,-180.0,0,76,
1044,12349.0,11,S1159,12:00:00,12:06:45,405.0,0,51,V00263
1045,8092.0,9,S1166,03:00:00,03:10:16,616.0,0,34,
1046,27389.0,14,S1178,04:00:00,03:55:20,-280.0,0,42,V00320
1047,33390.0,1,S1010,05:00:00,04:56:12,-228.0,0,44,V00688
1048,29953.0,4,S1160,00:00:00,00:01:19,79.0,0,43,V00391
1049,16486.0,11,S1089,21:00:00,20:59:10,-50.0,0,29,V00866
1050,31612.0,15,S1088,03:00:00,03:05:08,308.0,0,73,
1051;21585.0;5;S1090;08:00:00;08:00:48;48.0;0;85;
1052,4794.0,14,S1162,17:00:00,17:02:17,137.0,0,11,
1053,11747.0,13,S1000,10:00:00,09:54:34,-326.0,0,31,
1054,6569.0,9,S1012,16:00:00,16:07:26,446.0,0,48,
1055,5482.0,10,S1050,09:00:00,08:59:33,-27.0,0,35,V00891
1056,6129.0,15,S1011,08:00:00,08:01:43,103.0,0,38,V00625
1057,18275.0,3,S1143,10h00,10:03:49,229.0,0,32,
1058,20904.0,12,S1038,23:00:00,23:01:25,85.0,0,49,
1059,7646.0,4,S1060,13:00:00,12:58:22,-98.0,0,50,
1060,19854.0,5,S1140,05:00:00,04:55:15,-285.0,0,31,
1061,13517.0,8,S1003,04:00:00,04:03:16,196.0,0,87,V00214
1062,15443.0,8,S1026,10:00:00,10:00:40,40.0,0,35,V00312
1063,18589.0,4,S1126,12:00:00,,nan,1,63,V00872
1064,27331.0,1,S1078,18:00:00,17:56:44,-196.0,0,27,V00145
1065,31004.0,5,S1147,19:00:00,19:01:30,90.0,0,47,
1066,29429.0,10,S1142,04:00:00,03:58:44,-76.0,0,56,
1067,6101.0,15,S1078,04h00,03:57:20,-160.0,0,67,V00558
1068,31641.0,5,S1039,08:00:00,08:09:02,542.0,0,64,
1069,33914.0,13,S1077,01:00:00,01:05:37,337.0,0,74,V00537
1070,15964.0,1,S1037,03:00:00,03:03:05,185.0,0,55,V00280
1071,16431.0,7,S1118,14:00:00,13:49:38,-622.0,0,30,V00587
1072,12433.0,8,S1109,00:00:00,00:07:55,475.0,0,47,V00510
1073,33284.0,10,S1144,19:00:00,19:03:28,208.0,0,77,
1074,9746.0,2,S1017,01:00:00,00:59:06,-54.0,0,100,V00206
1075,1496.0,4,S1131,07:00:00,06:58:29,-91.0,0,37,
1076,15644.0,11,S1129,19:00:00,18:58:59,-61.0,0,53,V00421
1077,3873.0,12,S1031,08:00:00,08:00:32,32.0,0,67,
1078,28649.0,9,S1157,16:00:00,16:03:47,227.0,0,42,
1079,30867.0,12,S1030,02:00:00,01:59:00,-60.0,0,32,V00549,"note multi
ligne"
1080,1074.0,14,S1100,17:00:00,17:04:36,276.0,0,30,V00118
1081,14274.0,5,S1090,17:00:00,17:02:49,169.0,0,24,V00516
1082,13475.0,5,S1065,10:00:00,10:04:21,261.0,0,44,
1083,29833.0,13,S1131,00:00:00,23:58:07,-113.0,0,52,
1084,13591.0,7,S1121,06:00:00,05:59:37,-23.0,0,17,V00006
1085,16548.0,5,S1111,11:00:00,11:07:13,433.0,0,67,V00620
1086,7130.0,7,S1058,01:00:00,01:05:28,328.0,0,77,V00387
1087,29532.0,1,S1152,11:00:00,11:02:26,146.0,0,78,V00029
1088,3601.0,7,S1154,00:00:00,00:05:15,315.0,0,27,V00552
1089,22285.0,5,S1156,12:00:00,11:53:55,-365.0,0,39,V00046
1090,33162.0,1,S1175,17:00:00,17:01:49,109.0,0,51,V00529
1091,10593.0,1,S1139,08:00:00,08:01:53,113.0,0,25,
1092,777.0,4,S1171,08:00:00,07:58:35,-85.0,0,53,
1093,1505.0,1,S1150,16:00:00,15:59:06,-54.0,0,42,V00411
1094,5770.0,13,S1112,09:00:00,09:00:42,42.0,0,65,
1095,6370.0,2,S1153,09:00:00,08:58:27,-93.0,0,43,
1096,30931.0,7,S1138,18:00:00,17:56:12,-228.0,0,59,V00558
1097,33927.0,10,S1172,14:00:00,14:04:53,293.0,0,59,
1098,3093.0,4,S1107,20:00:00,,nan,1,16,V00821
1099,31048.0,5,S1162,15:00:00,15h01,102.0,0,40,
1100,341.0,5,S1000,04:00:00,04:03:46,226.0,0,39,V00577
1101;31831.0;10;S1026;06:00:00;05:58:16;-104.0;0;46;V00125
1102,22309.0,5,S1032,12h00,12:02:57,177.0,0,0,V00503
1103,31272.0,1,S1129,23:00:00,23:05:56,356.0,0,41,V00096
1104,25892.0,4,S1139,19:00:00,19:05:11,311.0,0,46,V00708
1105,300.0,8,S1157,11:00:00,11:06:02,362.0,0,37,V00171
1106,9511.0,5,S1128,06:00:00,05:58:19,-101.0,0,42,V00068
1107,18781.0,11,S1036,12:00:00,12:05:39,339.0,0,26,V00552
1108,14716.0,2,S1065,03:00:00,02:59:46,-14.0,0,0,
1109,11025.0,8,S1090,08:00:00,08:04:19,259.0,0,25,
1110,463.0,5,S1042,06:00:00,06h00,2.0,0,38,V00470
1111,16983.0,10,S1055,14:00:00,13:56:23,-217.0,0,31,V00424
1112,1316.0,13,S1032,19:00:00,18:56:54,-186.0,0,63,
1113,23628.0,4,S1004,11:00:00,11:03:58,238.0,0,43,V00820
1114,17443.0,5,S1094,18:00:00,18:03:42,222.0,0,52,V00414
1115,199.0,4,S1163,06:00:00,06:02:32,152.0,0,62,
1116,24222.0,15,S1038,05:00:00,05:03:24,204.0,0,11,
1117,28023.0,4,S1007,14:00:00,14:04:06,246.0,0,23,V00276
1118,23394.0,7,S1060,17:00:00,17:02:05,125.0,0,64,V00253
1119,622.0,2,S1046,21:00:00,21:03:32,212.0,0,64,V00485
1120,14136.0,3,S1156,23:00:00,23:00:27,27.0,0,72,
1121,33402.0,15,S1023,17:00:00,17:03:18,198.0,0,48,V00505
1122,10085.0,12,S1140,04:00:00,03:53:34,-386.0,0,59,
1123,29261.0,1,S1030,04:00:00,03:54:04,-356.0,0,13,V00131
1124,18637.0,1,S1031,12:00:00,12:06:06,366.0,0,30,V00348
1125,11619.0,15,S1137,02:00:00,01:54:39,-321.0,0,59,
1126,28103.0,12,S1041,22:00:00,22:03:39,219.0,0,64,V00445
1127,17859.0,1,S1017,02:00:00,01:54:46,-314.0,0,32,
1128,10982.0,7,S1134,13:00:00,13:01:07,67.0,0,45,V00836
1129,13503.0,12,S1096,14:00:00,14:08:03,483.0,0,39,
1130,23967.0,11,S1151,14:00:00,14:00:46,46.0,0,55,V00488
1131,6802.0,9,S1109,09:00:00,09h08,495.0,0,13,V00538
1132,27003.0,5,S1088,02:00:00,02:00:17,17.0,0,17,
1133,8016.0,4,S1010,23:00:00,22:56:20,-220.0,0,41,
1134,5062.0,4,S1116,21:00:00,21:03:32,212.0,0,33,
1135,11778.0,9,S1145,17:00:00,16:55:16,-284.0,0,42,V00325
1136,29557.0,8,S1171,12:00:00,12h00,56.0,0,32,V00112
1137,4505.0,7,S1072,16:00:00,16:02:28,148.0,0,61,V00197
1138,20682.0,4,S1162,17:00:00,16:58:36,-84.0,0,49,V00430
1139,6402.0,7,S1062,17:00:00,16:56:04,-236.0,0,49,
1140,14551.0,3,S1091,06:00:00,06:00:51,51.0,0,0,
1141,20277.0,9,S1061,20:00:00,19:58:42,-78.0,0,59,V00633
1142,10210.0,5,S1122,09:00:00,08:59:45,-15.0,0,30,
1143,497.0,1,S1009,16:00:00,15:57:29,-151.0,0,43,
1144,32031.0,13,S1126,14:00:00,13:58:41,-79.0,0,65,
1145,3548.0,5,S1022,19:00:00,18h58,-112.0,0,56,
1146,27908.0,3,S1037,19:00:00,19:03:29,209.0,0,32,
1147,20048.0,4,S1009,07:00:00,06:56:02,-238.0,0,41,
1148,29938.0,7,S1005,09:00:00,08:58:04,-116.0,0,42,
1149,17168.0,11,S1065,07:00:00,07:01:45,105.0,0,33,
1150,4311.0,12,S1081,14:00:00,14:10:13,613.0,0,71,V00031
1151;6205.0;3;S1158;12:00:00;12:02:11;131.0;0;65;
1152,6198.0,15,S1106,05:00:00,05:03:16,196.0,0,56,V00267
1153,7385.0,15,S1084,16:00:00,16:03:15,195.0s,0,60,
1154,22112.0,15,S1168,07:00:00,07:03:17,197.0,0,40,V00133
1155,5690.0,3,S1046,01:00:00,00:57:00,-180.0,0,43,
1156,16725.0,15,S1085,20:00:00,19:58:22,-98.0,0,53,V00719,"note multi
ligne"
1157,14786.0,2,S1099,01:00:00,01:08:49,529.0,0,50,
1158,9737.0,2,S1093,16:00:00,15:58:25,-95.0,0,62,V00798
1159,5920.0,10,S1103,15:00:00,15:06:41,401.0,0,0,
1160,753.0,7,S1002,08:00:00,08:00:50,50.0,0,44,V00024
1161,15685.0,15,S1006,12:00:00,12:04:04,244.0,0,51,
1162,17712.0,11,S1043,23:00:00,22:56:40,-200.0,0,20,V00037
1163,12207.0,4,S1094,14:00:00,14:05:53,353.0,0,18,V00199
1164,29411.0,2,S1177,10:00:00,09:58:59,-61.0,0,61,
1165,6926.0,15,S1090,13:00:00,12:58:09,-111.0,0,21,V00160
