25/01/2020 13:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=20.12
21/01/2021 01:00 | zone=7 | sensor=AQ-99 | pm25=12,3 | no2=40,7
03/09/2021 10:00 | zone=4 | sensor=AQ-03 | pm25=-5 | no2=44.75
24/12/2020 20:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=15.37
02/04/2020 01:00 | zone=7 | sensor=AQ-99 | pm25=-5 | no2=N/A
15/04/2022 11:00 | zone=7 | sensor=AQ-03 | pm25= | no2=36.73
02/04/2021 03:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=12.82
31/08/2022 21:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=N/A
16/04/2020 07:00 | zone=8 | sensor=AQ-99 | pm25=7.5 | no2=-1
31/05/2019 01:00 | zone=4 | sensor=AQ-99 | pm25= | no2=13.91
25/02/2019 04:00 | zone=6 | sensor=AQ-01 | pm25= | no2=N/A
06/10/2019 05:00 | zone=3 | sensor=AQ-03 | pm25=NA | no2=
18/03/2019 05:00 | zone=3 | sensor=AQ-02 | pm25=NA | no2=N/A
21/04/2019 11:00 | zone=6 | sensor=AQ-99 | pm25=8.49 | no2=N/A
13/06/2019 12:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=-1
02/04/2019 16:00 | zone=8 | sensor=AQ-99 | pm25=0 | no2=41.01
28/02/2021 07:00 | zone=3 | sensor=AQ-02 | pm25= | no2=-1
05/03/2022 09:00 | zone=2 | sensor=AQ-03 | pm25=-5 | no2=
05/01/2020 18:00 | zone=3 | sensor=AQ-03 | pm25=-5 | no2=
09/07/2022 03:00 | zone=999 | sensor=AQ-01 | pm25=12,3 | no2=32.2
23/04/2019 01:00 | zone=1 | sensor=AQ-99 | pm25=NA | no2=27.18
10/01/2020 05:00 | zone=6 | sensor=AQ-01 | pm25=12,3 | no2=N/A
01/08/2020 13:00 | zone=10 | sensor=AQ-03 | pm25=12,3 | no2=N/A
24/07/2020 08:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=-1
26/07/2019 15:00 | zone=1 | sensor=AQ-01 | pm25= | no2=40,7
08/03/2020 07:00 | zone=6 | sensor=AQ-01 | pm25=-5 | no2=36.72
31/05/2022 13:00 | zone=9 | sensor=AQ-03 | pm25=NA | no2=50.7
22/03/2021 03:00 | zone=7 | sensor=AQ-01 | pm25= | no2=N/A
22/02/2021 01:00 | zone=7 | sensor=AQ-02 | pm25=-5 | no2=-1
01/05/2019 10:00 | zone=3 | sensor=AQ-01 | pm25=13.0 | no2=-1
27/02/2021 12:00 | zone=7 | sensor=AQ-99 | pm25=12,3 | no2=
03/01/2022 13:00 | zone=5 | sensor=AQ-03 | pm25=12,3 | no2=
23/07/2019 07:00 | zone=1 | sensor=AQ-01 | pm25= | no2=22.2
14/09/2022 23:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=40,7
19/05/2022 23:00 | zone=2 | sensor=AQ-01 | pm25=NA | no2=N/A
16/04/2020 00:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=
07/07/2022 16:00 | zone=999 | sensor=AQ-02 | pm25=-5 | no2=40,7
04/09/2021 05:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=
29/08/2019 13:00 | zone=2 | sensor=AQ-01 | pm25= | no2=
02/02/2021 12:00 | zone=10 | sensor=AQ-01 | pm25=12,3 | no2=
26/05/2022 08:00 | zone=3 | sensor=AQ-02 | pm25=-5 | no2=40,7
20/05/2022 05:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=N/A
04/06/2020 15:00 | zone=4 | sensor=AQ-02 | pm25= | no2=
18/08/2020 02:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=41.22
11/03/2021 19:00 | zone=10 | sensor=AQ-01 | pm25=NA | no2=
03/02/2019 05:00 | zone=3 | sensor=AQ-03 | pm25=NA | no2=
10/08/2021 11:00 | zone=3 | sensor=AQ-02 | pm25=12,3 | no2=-1
31/07/2020 22:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=N/A
21/07/2022 14:00 | zone=9 | sensor=AQ-03 | pm25=12,3 | no2=N/A
11/01/2019 14:00 | zone=8 | sensor=AQ-03 | pm25=12,3 | no2=N/A
12/06/2021 04:00 | zone=5 | sensor=AQ-03 | pm25= | no2=
28/04/2021 07:00 | zone=3 | sensor=AQ-02 | pm25=12,3 | no2=N/A
16/03/2021 00:00 | zone=4 | sensor=AQ-03 | pm25=-5 | no2=-1
05/07/2021 19:00 | zone=5 | sensor=AQ-03 | pm25=12,3 | no2=
26/03/2019 10:00 | zone=10 | sensor=AQ-02 | pm25=NA | no2=-1
24/07/2021 23:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=40.08
19/05/2022 16:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=
18/04/2019 23:00 | zone=3 | sensor=AQ-01 | pm25=12,3 | no2=40,7
30/01/2022 15:00 | zone=1 | sensor=AQ-99 | pm25= | no2=N/A
13/06/2020 08:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=40,7
16/02/2022 12:00 | zone=6 | sensor=AQ-02 | pm25=12,3 | no2=47.44
03/04/2019 10:00 | zone=6 | sensor=AQ-03 | pm25=12,3 | no2=59.57
26/05/2019 04:00 | zone=999 | sensor=AQ-03 | pm25= | no2=40,7
12/12/2022 01:00 | zone=999 | sensor=AQ-01 | pm25=NA | no2=40,7
01/01/2021 20:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=-1
12/10/2020 06:00 | zone=1 | sensor=AQ-01 | pm25=16.32 | no2=
29/11/2021 10:00 | zone=7 | sensor=AQ-01 | pm25= | no2=
21/10/2019 19:00 | zone=4 | sensor=AQ-01 | pm25=-5 | no2=
20/07/2020 13:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=
03/02/2019 02:00 | zone=3 | sensor=AQ-99 | pm25=-5 | no2=
22/02/2022 17:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=52.51
09/12/2021 20:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=47.54
28/05/2022 13:00 | zone=999 | sensor=AQ-99 | pm25=-5 | no2=-1
25/01/2022 14:00 | zone=9 | sensor=AQ-99 | pm25=12,3 | no2=-1
04/10/2021 22:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=-1
09/12/2022 06:00 | zone=4 | sensor=AQ-99 | pm25=-5 | no2=-1
28/08/2022 17:00 | zone=8 | sensor=AQ-02 | pm25=-5 | no2=23.44
21/04/2022 11:00 | zone=9 | sensor=AQ-01 | pm25=12.67 | no2=-1
30/06/2019 21:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=-1
03/03/2020 02:00 | zone=8 | sensor=AQ-01 | pm25=9.41 | no2=40,7
07/03/2019 16:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=N/A
14/12/2021 05:00 | zone=8 | sensor=AQ-01 | pm25= | no2=-1
05/01/2022 15:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=N/A
18/05/2019 09:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=47.26
17/04/2021 12:00 | zone=4 | sensor=AQ-02 | pm25=22.18 | no2=N/A
16/03/2021 18:00 | zone=3 | sensor=AQ-02 | pm25= | no2=40,7
23/03/2020 12:00 | zone=2 | sensor=AQ-03 | pm25=-5 | no2=
02/09/2020 15:00 | zone=2 | sensor=AQ-01 | pm25= | no2=-1
07/03/2021 06:00 | zone=10 | sensor=AQ-02 | pm25=-5 | no2=19.85
24/09/2019 20:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=40,7
17/03/2020 09:00 | zone=6 | sensor=AQ-02 | pm25=12,3 | no2=40,7
17/03/2021 14:00 | zone=2 | sensor=AQ-99 | pm25=12,3 | no2=40,7
01/10/2021 20:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=N/A
03/06/2022 16:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=-1
29/03/2021 11:00 | zone=1 | sensor=AQ-02 | pm25=23.22 | no2=N/A
01/01/2020 14:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=-1
10/01/2022 02:00 | zone=8 | sensor=AQ-01 | pm25=NA | no2=50.76
23/07/2021 08:00 | zone=999 | sensor=AQ-99 | pm25=NA | no2=N/A
08/11/2020 05:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=50.4
21/08/2022 11:00 | zone=10 | sensor=AQ-01 | pm25= | no2=45.38
30/05/2022 09:00 | zone=6 | sensor=AQ-01 | pm25= | no2=N/A
01/06/2020 17:00 | zone=1 | sensor=AQ-03 | pm25= | no2=73.43
15/08/2022 00:00 | zone=4 | sensor=AQ-99 | pm25=-5 | no2=23.67
10/09/2021 07:00 | zone=4 | sensor=AQ-03 | pm25=NA | no2=40,7
12/06/2020 05:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=N/A
21/03/2021 23:00 | zone=5 | sensor=AQ-03 | pm25=-5 | no2=N/A
19/05/2019 01:00 | zone=2 | sensor=AQ-03 | pm25=-5 | no2=N/A
15/08/2022 03:00 | zone=6 | sensor=AQ-02 | pm25=NA | no2=N/A
29/08/2019 20:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=41.04
06/05/2019 07:00 | zone=10 | sensor=AQ-02 | pm25=12,3 | no2=
04/12/2022 11:00 | zone=2 | sensor=AQ-03 | pm25= | no2=14.62
07/08/2020 20:00 | zone=6 | sensor=AQ-01 | pm25=0 | no2=39.94
16/08/2022 09:00 | zone=6 | sensor=AQ-02 | pm25=10.4 | no2=53.65
12/08/2019 13:00 | zone=3 | sensor=AQ-99 | pm25=12,3 | no2=
18/07/2020 03:00 | zone=2 | sensor=AQ-03 | pm25=NA | no2=-1
25/11/2019 06:00 | zone=3 | sensor=AQ-99 | pm25=NA | no2=52.57
16/09/2021 02:00 | zone=5 | sensor=AQ-99 | pm25=NA | no2=N/A
15/05/2021 01:00 | zone=5 | sensor=AQ-03 | pm25= | no2=-1
11/09/2021 19:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=-1
14/01/2021 15:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=40,7
17/04/2022 21:00 | zone=4 | sensor=AQ-03 | pm25= | no2=40,7
01/02/2020 20:00 | zone=10 | sensor=AQ-99 | pm25= | no2=N/A
29/05/2019 22:00 | zone=8 | sensor=AQ-03 | pm25=NA | no2=40,7
02/09/2021 17:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=40,7
04/03/2021 19:00 | zone=1 | sensor=AQ-01 | pm25= | no2=
05/05/2021 04:00 | zone=4 | sensor=AQ-01 | pm25=12,3 | no2=40,7
06/08/2019 01:00 | zone=1 | sensor=AQ-99 | pm25=9.11 | no2=40,7
18/12/2021 00:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=
30/05/2020 08:00 | zone=10 | sensor=AQ-01 | pm25=12,3 | no2=N/A
11/04/2020 19:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=N/A
10/04/2021 11:00 | zone=999 | sensor=AQ-99 | pm25=-5 | no2=40,7
25/10/2020 19:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=40,7
08/07/2021 08:00 | zone=1 | sensor=AQ-99 | pm25=-5 | no2=40,7
19/09/2020 19:00 | zone=1 | sensor=AQ-02 | pm25=20.79 | no2=40,7
28/04/2019 10:00 | zone=5 | sensor=AQ-99 | pm25=15.87 | no2=40,7
05/05/2020 11:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=50.96
12/01/2020 11:00 | zone=8 | sensor=AQ-03 | pm25=7.5 | no2=
21/02/2020 14:00 || zone=7 || sensor=AQ-02 || pm25=12,3 || no2=
13/02/2020 23:00 | zone=1 | sensor=AQ-02 | pm25=NA | no2=
03/11/2022 01:00 | zone=10 | sensor=AQ-01 | pm25=-5 | no2=25.22
07/02/2020 05:00 | zone=9 | sensor=AQ-03 | pm25=-5 | no2=N/A
29/11/2019 16:00 | zone=5 | sensor=AQ-99 | pm25=19.81 | no2=-1
11/06/2021 00:00 | zone=8 | sensor=AQ-01 | pm25=NA | no2=34.25
25/10/2021 03:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=N/A
30/12/2021 22:00 | zone=9 | sensor=AQ-02 | pm25=12,3 | no2=N/A
17/12/2020 19:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=33.81
17/08/2021 09:00 | zone=1 | sensor=AQ-02 | pm25=NA | no2=40,7
26/04/2020 22:00 | zone=2 | sensor=AQ-01 | pm25= | no2=
02/10/2022 10:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=
01/04/2022 19:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=N/A
05/07/2022 15:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=40,7
12/05/2022 05:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=
24/11/2019 22:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=
02/10/2020 14:00 | zone=2 | sensor=AQ-01 | pm25=NA | no2=-1
28/05/2020 07:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=-1
25/08/2021 10:00 | zone=7 | sensor=AQ-99 | pm25=18.0 | no2=
21/01/2022 06:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=-1
27/11/2020 13:00 | zone=2 | sensor=AQ-99 | pm25= | no2=N/A
09/09/2022 20:00 | zone=10 | sensor=AQ-02 | pm25=-5 | no2=
09/09/2022 07:00 | zone=5 | sensor=AQ-01 | pm25=5.78 | no2=40,7
16/02/2019 01:00 | zone=1 | sensor=AQ-99 | pm25=-5 | no2=-1
29/10/2020 01:00 | zone=2 | sensor=AQ-03 | pm25=13.44 | no2=N/A
07/06/2022 13:00 | zone=1 | sensor=AQ-01 | pm25= | no2=
22/04/2019 15:00 | zone=10 | sensor=AQ-01 | pm25= | no2=22.67
09/06/2020 17:00 | zone=10 | sensor=AQ-01 | pm25=-5 | no2=27.38
10/04/2022 18:00 | zone=9 | sensor=AQ-02 | pm25=12,3 | no2=
25/03/2021 02:00 | zone=999 | sensor=AQ-99 | pm25=12,3 | no2=40,7
04/09/2022 12:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=10.38
16/09/2020 02:00 | zone=3 | sensor=AQ-01 | pm25=-5 | no2=-1
14/01/2020 08:00 | zone=3 | sensor=AQ-02 | pm25=NA | no2=-1
12/09/2019 23:00 | zone=2 | sensor=AQ-01 | pm25=23.6 | no2=N/A
24/02/2019 04:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=25.18
26/10/2019 00:00 | zone=3 | sensor=AQ-02 | pm25=NA | no2=40,7
28/01/2019 08:00 | zone=5 | sensor=AQ-01 | pm25= | no2=40,7
18/04/2019 23:00 | zone=9 | sensor=AQ-03 | pm25=18.53 | no2=
15/02/2022 17:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=40,7
03/07/2022 04:00 | zone=10 | sensor=AQ-02 | pm25=-5 | no2=40,7
14/03/2022 09:00 | zone=3 | sensor=AQ-01 | pm25=38.06 | no2=33.28
31/01/2022 08:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=
27/12/2022 08:00 | zone=7 | sensor=AQ-99 | pm25= | no2=N/A
14/04/2022 05:00 | zone=1 | sensor=AQ-01 | pm25=18.35 | no2=N/A
15/01/2020 18:00 | zone=1 | sensor=AQ-03 | pm25= | no2=-1
04/02/2022 17:00 | zone=3 | sensor=AQ-03 | pm25=12,3 | no2=40,7
13/01/2019 04:00 | zone=6 | sensor=AQ-01 | pm25=NA | no2=
11/01/2022 15:00 | zone=999 | sensor=AQ-99 | pm25=12,3 | no2=40,7
08/04/2021 11:00 | zone=10 | sensor=AQ-02 | pm25=4.05 | no2=
26/05/2019 09:00 | zone=7 | sensor=AQ-02 | pm25= | no2=40,7
19/12/2019 04:00 | zone=8 | sensor=AQ-03 | pm25=12,3 | no2=40,7
12/01/2019 00:00 | zone=8 | sensor=AQ-03 | pm25=30.07 | no2=-1
16/02/2020 16:00 | zone=7 | sensor=AQ-01 | pm25=19.85 | no2=40,7
04/05/2021 15:00 | zone=6 | sensor=AQ-01 | pm25=NA | no2=4.61
07/04/2020 04:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=
19/04/2022 23:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=57.92
02/03/2021 05:00 | zone=8 | sensor=AQ-01 | pm25=23.49 | no2=
25/11/2021 09:00 | zone=999 | sensor=AQ-01 | pm25=19.61 | no2=-1
19/04/2021 16:00 | zone=3 | sensor=AQ-01 | pm25=12,3 | no2=N/A
05/03/2020 19:00 | zone=5 | sensor=AQ-03 | pm25=NA | no2=N/A
04/10/2020 14:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=39.17
01/09/2019 02:00 | zone=3 | sensor=AQ-99 | pm25=12,3 | no2=-1
26/03/2020 13:00 | zone=999 | sensor=AQ-99 | pm25=10.86 | no2=40,7
10/12/2021 02:00 | zone=999 | sensor=AQ-02 | pm25= | no2=40,7
02/03/2021 16:00 | zone=5 | sensor=AQ-02 | pm25=15.1 | no2=47.59
21/08/2020 09:00 | zone=3 | sensor=AQ-03 | pm25=13.42 | no2=40,7
23/05/2022 13:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=
07/04/2022 23:00 | zone=999 | sensor=AQ-03 | pm25= | no2=N/A
23/09/2020 07:00 | zone=8 | sensor=AQ-99 | pm25= | no2=40,7
06/01/2019 09:00 | zone=5 | sensor=AQ-02 | pm25= | no2=N/A
03/02/2022 16:00 | zone=5 | sensor=AQ-03 | pm25=22.75 | no2=40,7
17/08/2020 21:00 | zone=999 | sensor=AQ-02 | pm25=-5 | no2=
20/01/2022 12:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=-1
21/11/2021 06:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=33.52
31/07/2020 12:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=61.47
19/02/2020 07:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=
15/10/2022 12:00 | zone=3 | sensor=AQ-99 | pm25=20.05 | no2=
06/11/2019 17:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=19.09
10/04/2020 02:00 | zone=8 | sensor=AQ-99 | pm25=12,3 | no2=40,7
12/05/2020 05:00 | zone=9 | sensor=AQ-03 | pm25=-5 | no2=N/A
22/07/2021 22:00 | zone=9 | sensor=AQ-03 | pm25=12,3 | no2=40,7
12/07/2020 00:00 | zone=999 | sensor=AQ-02 | pm25=12,3 | no2=40,7
11/08/2019 09:00 | zone=6 | sensor=AQ-02 | pm25=21.34 | no2=25.78
11/10/2021 18:00 | zone=8 | sensor=AQ-03 | pm25=12.52 | no2=N/A
21/07/2021 20:00 | zone=999 | sensor=AQ-99 | pm25= | no2=-1
10/05/2020 11:00 | zone=8 | sensor=AQ-01 | pm25=16.42 | no2=-1
11/03/2021 05:00 | zone=7 | sensor=AQ-03 | pm25=17.8 | no2=
14/04/2022 20:00 | zone=1 | sensor=AQ-02 | pm25= | no2=N/A
18/04/2022 16:00 | zone=7 | sensor=AQ-01 | pm25= | no2=N/A
17/07/2022 15:00 | zone=6 | sensor=AQ-99 | pm25= | no2=-1
22/07/2021 10:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=58.28
03/10/2020 03:00 | zone=1 | sensor=AQ-03 | pm25= | no2=38.84
06/09/2019 02:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=-1
15/03/2021 18:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=
23/09/2020 08:00 | zone=1 | sensor=AQ-02 | pm25=13.09 | no2=-1
24/09/2020 17:00 | zone=9 | sensor=AQ-03 | pm25=12,3 | no2=
22/09/2022 21:00 | zone=8 | sensor=AQ-02 | pm25=12,3 | no2=-1
26/01/2021 17:00 | zone=1 | sensor=AQ-02 | pm25= | no2=N/A
26/11/2022 05:00 | zone=3 | sensor=AQ-02 | pm25=8.58 | no2=
20/09/2019 06:00 | zone=9 | sensor=AQ-03 | pm25= | no2=
03/01/2020 08:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=N/A
27/10/2020 21:00 | zone=2 | sensor=AQ-02 | pm25=25.28 | no2=N/A
20/05/2022 11:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=40,7
16/02/2021 23:00 | zone=2 | sensor=AQ-99 | pm25= | no2=40,7
18/08/2020 12:00 | zone=7 | sensor=AQ-02 | pm25=-5 | no2=40,7
03/05/2019 11:00 | zone=6 | sensor=AQ-01 | pm25=12,3 | no2=40,7
26/11/2019 19:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=61.65
09/11/2019 06:00 | zone=8 | sensor=AQ-03 | pm25=15.73 | no2=38.5
23/01/2022 21:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=N/A
16/07/2020 13:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=40,7
11/09/2019 23:00 | zone=9 | sensor=AQ-02 | pm25=0 | no2=
03/02/2020 04:00 | zone=5 | sensor=AQ-99 | pm25=18.99 | no2=N/A
08/07/2019 22:00 | zone=1 | sensor=AQ-03 | pm25= | no2=48.25
04/09/2020 08:00 | zone=8 | sensor=AQ-99 | pm25=NA | no2=-1
23/06/2019 16:00 | zone=6 | sensor=AQ-02 | pm25=16.65 | no2=
07/01/2019 00:00 | zone=999 | sensor=AQ-99 | pm25=NA | no2=N/A
27/09/2020 23:00 | zone=10 | sensor=AQ-02 | pm25=12,3 | no2=-1
15/12/2020 03:00 | zone=4 | sensor=AQ-02 | pm25=-5 | no2=57.77
05/10/2022 09:00 | zone=6 | sensor=AQ-01 | pm25= | no2=N/A
27/09/2020 09:00 | zone=5 | sensor=AQ-03 | pm25=NA | no2=17.11
24/01/2022 01:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=-1
13/03/2020 18:00 | zone=6 | sensor=AQ-99 | pm25=20.62 | no2=N/A
15/02/2019 09:00 | zone=7 | sensor=AQ-02 | pm25= | no2=-1
28/12/2019 07:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=N/A
22/05/2019 05:00 | zone=9 | sensor=AQ-99 | pm25=22.85 | no2=
20/08/2022 21:00 | zone=9 | sensor=AQ-01 | pm25=7.14 | no2=67.89
17/07/2019 22:00 | zone=9 | sensor=AQ-02 | pm25=19.54 | no2=40,7
02/02/2022 06:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=-1
21/09/2021 13:00 | zone=999 | sensor=AQ-99 | pm25=NA | no2=
29/09/2022 15:00 | zone=6 | sensor=AQ-02 | pm25=12,3 | no2=37.88
30/06/2022 07:00 | zone=10 | sensor=AQ-01 | pm25=5.96 | no2=N/A
30/08/2021 12:00 | zone=2 | sensor=AQ-02 | pm25= | no2=22.9
14/04/2022 07:00 | zone=999 | sensor=AQ-01 | pm25= | no2=N/A
04/02/2019 04:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=N/A
06/11/2022 19:00 | zone=8 | sensor=AQ-01 | pm25=12,3 | no2=
13/11/2020 00:00 | zone=4 | sensor=AQ-03 | pm25=NA | no2=16.98
29/09/2022 07:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=N/A
05/06/2019 15:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=-1
19/08/2022 01:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=54.52
24/01/2020 11:00 | zone=4 | sensor=AQ-03 | pm25=NA | no2=N/A
23/04/2019 14:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=37.16
17/01/2019 00:00 | zone=3 | sensor=AQ-02 | pm25=NA | no2=40,7
27/01/2019 23:00 | zone=3 | sensor=AQ-99 | pm25= | no2=-1
04/09/2022 09:00 | zone=1 | sensor=AQ-01 | pm25=NA | no2=22.47
27/10/2020 05:00 | zone=8 | sensor=AQ-01 | pm25=12,3 | no2=40,7
26/01/2020 08:00 | zone=10 | sensor=AQ-01 | pm25= | no2=72.57
13/08/2019 09:00 | zone=6 | sensor=AQ-01 | pm25=12,3 | no2=40,7
16/05/2020 21:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=
20/04/2020 15:00 | zone=7 | sensor=AQ-01 | pm25=NA | no2=
18/01/2019 10:00 | zone=2 | sensor=AQ-01 | pm25= | no2=
05/10/2020 11:00 | zone=9 | sensor=AQ-03 | pm25=NA | no2=N/A
13/01/2019 13:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=53.73
17/07/2019 13:00 | zone=3 | sensor=AQ-03 | pm25= | no2=35.21
16/11/2019 15:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=
09/08/2020 09:00 | zone=9 | sensor=AQ-03 | pm25= | no2=
04/02/2022 00:00 | zone=999 | sensor=AQ-03 | pm25=NA | no2=-1
11/09/2019 21:00 | zone=999 | sensor=AQ-01 | pm25=8.34 | no2=
17/05/2022 14:00 | zone=4 | sensor=AQ-99 | pm25= | no2=N/A
29/09/2020 20:00 | zone=10 | sensor=AQ-01 | pm25=12,3 | no2=
11/09/2019 09:00 | zone=9 | sensor=AQ-01 | pm25= | no2=N/A
07/07/2019 02:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=-1
24/10/2022 03:00 | zone=1 | sensor=AQ-99 | pm25=6.39 | no2=28.88
26/07/2020 04:00 | zone=10 | sensor=AQ-99 | pm25= | no2=
27/12/2019 18:00 | zone=999 | sensor=AQ-99 | pm25=-5 | no2=
09/12/2021 18:00 | zone=4 | sensor=AQ-02 | pm25=-5 | no2=N/A
27/07/2022 21:00 | zone=9 | sensor=AQ-02 | pm25=NA | no2=
12/06/2020 13:00 | zone=999 | sensor=AQ-01 | pm25=29.99 | no2=40,7
19/03/2020 11:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=57.26
17/12/2022 18:00 | zone=999 | sensor=AQ-02 | pm25=4.08 | no2=19.7
14/03/2020 17:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=N/A
14/08/2019 22:00 | zone=6 | sensor=AQ-03 | pm25=NA | no2=N/A
31/01/2020 19:00 | zone=999 | sensor=AQ-03 | pm25=12.3 | no2=N/A
10/03/2022 20:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=6.42
10/12/2019 22:00 | zone=5 | sensor=AQ-99 | pm25=NA | no2=43.77
14/05/2019 23:00 | zone=7 | sensor=AQ-99 | pm25=-5 | no2=N/A
06/02/2022 12:00 | zone=999 | sensor=AQ-03 | pm25=NA | no2=-1
06/02/2020 03:00 | zone=9 | sensor=AQ-03 | pm25=10.0 | no2=-1
24/09/2022 23:00 | zone=7 | sensor=AQ-99 | pm25= | no2=-1
07/07/2019 19:00 | zone=999 | sensor=AQ-02 | pm25=12,3 | no2=-1
10/07/2020 18:00 | zone=6 | sensor=AQ-03 | pm25= | no2=-1
16/04/2022 14:00 | zone=3 | sensor=AQ-02 | pm25= | no2=40,7
13/03/2021 06:00 | zone=3 | sensor=AQ-02 | pm25= | no2=-1
12/07/2020 11:00 | zone=2 | sensor=AQ-03 | pm25=12,3 | no2=40,7
19/06/2021 04:00 | zone=4 | sensor=AQ-99 | pm25=8.89 | no2=-1
01/05/2020 20:00 | zone=3 | sensor=AQ-99 | pm25=12,3 | no2=-1
22/08/2020 04:00 | zone=5 | sensor=AQ-03 | pm25=NA | no2=43.37
18/02/2022 15:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=-1
21/02/2022 15:00 | zone=3 | sensor=AQ-02 | pm25=NA | no2=40,7
18/03/2022 13:00 | zone=8 | sensor=AQ-03 | pm25= | no2=67.4
01/07/2019 06:00 | zone=7 | sensor=AQ-03 | pm25=NA | no2=40,7
